Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
謝謝marz23 推廣心經❤️,102,謝謝marz23 推廣心經❤️,,0,
現今毒駕與酒駕這麼多‘這首歌正好來超渡那些死得冤枉的靈魂,103,現今毒駕與酒駕這麼多‘這首歌正好來超渡那些死得冤枉的靈魂,歌|死; 歌|這麼多; 毒駕|這麼多; 酒駕|這麼多; 靈魂|死,5,現今 毒駕 與 酒駕 這麼多 ‘ 這 首 歌 正好 來 超渡 那些 死 得 冤枉 的 靈魂
Wow!! Wow!! 👍👍🙏🙏🙏,104,哇！ ！哇！ ！ 👍👍🙏🙏🙏,,0,
"隨喜讚歎！
南無阿彌陀佛",105,"隨喜讚歎！
南無阿彌陀佛",,0,
🙏🏽🙏🏽,106,🙏🏽🙏🏽,,0,
Best mv for real just a huge fan been since day 1 wow your visuals are stunning 🤩 love it @marz23 ❤❤❤❤,107,真正的最佳MV，從第一天起就是一個超級粉絲哇，你的視覺效果太棒了🤩喜歡它@marz23❤❤❤❤,效果|喜歡; 效果|棒; 視覺|棒,3,真正 的 最佳 MV ， 從 第一 天 起 就 是 一 個 超級 粉絲 哇 ， 你 的 視覺 效果 太 棒 了 🤩 喜歡 它 @marz23 ❤ ❤ ❤ ❤
是致敬阿弥陀佛姐的一首歌,108,是致敬阿弥陀佛姐的一首歌,,0,
我只能說 又進化了,109,我只能說 又進化了,,0,
心經心咒那段好希望是本人唸的❤,110,心經心咒那段好希望是本人唸的❤,希望|好; 心經心咒|好,2,心經心咒 那 段 好 希望 是 本人 唸 的 ❤
太帥了🛸🛸🛸🛸🛸🛸🔥🔥🔥,111,太帥了🛸🛸🛸🛸🛸🛸🔥🔥🔥,,0,
阿彌陀佛,112,阿彌陀佛,,0,
這首歌讓我愛上了觀自在,113,這首歌讓我愛上了觀自在,,0,
揭帝揭帝，波羅揭帝，波羅慎揭帝，菩提娑婆訶❤,114,揭帝揭帝，波羅揭帝，波羅慎揭帝，菩提娑婆訶❤,,0,
我去太扯了吧竟然好好听🔥,115,我去太扯了吧竟然好好听🔥,,0,
太強了,116,太強了,,0,
"明明算是嗨歌，但我不知道為什麼聽的時候心裡覺得很平靜？

我媽懷我的時候，會放心經給我聽
是這個原因嗎？回到媽媽的肚子裡",117,"明明算是嗨歌，但我不知道為什麼聽的時候心裡覺得很平靜？

我媽懷我的時候，會放心經給我聽
是這個原因嗎？回到媽媽的肚子裡",心|平靜; 心|知道; 心|覺得; 時候|平靜; 時候|放心經; 時候|知道; 時候|覺得; 歌|知道,8,明明 算是 嗨 歌 ， 但 我 不 知道 為什麼 聽 的 時候 心 裡 覺得 很 平靜 || 我 媽 懷 我 的 時候 ， 會 放心經 給 我 聽
世界就是一場名為清明者「在」的夢～！,118,世界就是一場名為清明者「在」的夢～！,者|清明,1,世界 就 是 一 場 名為 清明 者 「 在 」 的 夢 ～
好猛,119,好猛,,0,
頂😮,120,頂😮,,0,
很愛❤謝謝阿夜🙏🏻❤️🤘🏻,121,很愛❤謝謝阿夜🙏🏻❤️🤘🏻,,0,
一起阿彌陀佛,122,一起阿彌陀佛,,0,
神曲,123,神曲,,0,
🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,124,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,,0,
阿夜的帥ai無可取代,125,阿夜的帥ai無可取代,阿夜|帥ai,1,阿夜 的 帥ai 無可 取代
🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,126,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,,0,
觀自在哥!! 帶領我們這群信眾  ◝(⁰▿⁰)◜♡,127,觀自在哥!! 帶領我們這群信眾  ◝(⁰▿⁰)◜♡,,0,
世界第一帅❤,128,世界第一帅❤,,0,
觀自在👐🏻👐🏻👐🏻,129,觀自在👐🏻👐🏻👐🏻,,0,
"一聽到這首
立刻傳給上班所有需要的同事",130,"一聽到這首
立刻傳給上班所有需要的同事",,0,
一個字 爽,131,一個字 爽,字|爽,1,一 個 字   爽
新高度覺察人生🙏很愛❤,132,新高度覺察人生🙏很愛❤,人生|新,1,新 高度 覺察 人生 🙏 很 愛 ❤
"「內觀」一定是這個世界最重要的寶藏
向內求，而不是向外求",133,"「內觀」一定是這個世界最重要的寶藏
向內求，而不是向外求",寶藏|重要,1,「 內觀 」 一定 是 這 個 世界 最 重要 的 寶藏
如來❤,134,如來❤,,0,
只有你能超越你,135,只有你能超越你,,0,
願早日脫離我執。,136,願早日脫離我執。,我執|願,1,願 早日 脫離 我執
很棒的概念，好聽好看，感謝神仙補習班節目讓我認識他！,137,很棒的概念，好聽好看，感謝神仙補習班節目讓我認識他！,概念|好看; 概念|好聽; 概念|感謝; 概念|棒; 神仙|好看; 神仙|好聽; 神仙|感謝; 節目|好看; 節目|感謝,9,很 棒 的 概念 ， 好聽 好看 ， 感謝 神仙 補習班 節目 讓 我 認識 他
佛菩萨保佑各位,138,佛菩萨保佑各位,,0,
帥爛,139,帥爛,,0,
第一次把佛歌當成輕快的歌曲，全身起雞皮疙瘩😅，話說最後面歌唱完的那個風景在哪拍的阿,140,第一次把佛歌當成輕快的歌曲，全身起雞皮疙瘩😅，話說最後面歌唱完的那個風景在哪拍的阿,佛歌|輕快; 歌曲|輕快; 身|輕快,3,第一 次 把 佛歌 當成 輕快 的 歌曲 ， 全 身 起 雞皮疙瘩 😅 ， 話說 最 後面 歌 唱完 的 那 個 風景 在 哪 拍 的 阿
聽完感覺被超度了,141,聽完感覺被超度了,,0,
👏🏼👏🏼👏🏼,142,👏🏼👏🏼👏🏼,,0,
左邊的信徒嗨起來,143,左邊的信徒嗨起來,,0,
Inesperado pero realmente emocionante esta nueva producción. Nuestra fuerza interior es lo que puede ayudar a soltar sobre todo lo que nos afecta negativamente... Sin miedo a demostrar lo aprendido en está canción. Éxitos.,144,這部新作品出乎意料但確實令人興奮。我們的內在力量可以幫助我們放棄一切對我們產生負面影響的東西……而不用擔心展示我們在這首歌中學到的東西。成功。,人|興奮; 作品|新; 影響|產生; 東西|擔心; 東西|產生; 負面|產生,6,這 部 新 作品 出乎意料 但 確實 令 人 興奮 || 我們 的 內在 力量 可以 幫助 我們 放棄 一切 對 我們 產生 負面 影響 的 東西 … … 而 不用 擔心 展示 我們 在 這 首 歌 中 學到 的 東西
各位熱推給他按下去，太屌了❤,145,各位熱推給他按下去，太屌了❤,,0,
7歲的兒子聽一次後~也在阿彌阿彌阿彌陀佛👍,146,7歲的兒子聽一次後~也在阿彌阿彌阿彌陀佛👍,,0,
白色道袍好帥唷,147,白色道袍好帥唷,白色|帥; 道袍|帥,2,白色 道袍 好 帥 唷
这首歌现场肯定炸翻,148,這首歌現場肯定炸翻,歌|肯定,1,這 首 歌 現場 肯定 炸翻
"歌超級好聽
萬事萬物.都不該有框架
觀-是安住在覺察裡
自在-是當你安住在覺察裡.你就是那不生不滅.圓滿的存在.圓滿.自然自在",149,"歌超級好聽
萬事萬物.都不該有框架
觀-是安住在覺察裡
自在-是當你安住在覺察裡.你就是那不生不滅.圓滿的存在.圓滿.自然自在",歌|好聽,1,歌 超級 好聽
太扯了,150,太扯了,,0,
"觀自在不怕 惡念像海嘯一樣襲來
依然臨在當下不跟它附和",151,"觀自在不怕 惡念像海嘯一樣襲來
依然臨在當下不跟它附和",念|怕; 念|自在; 海嘯|怕,3,觀 自在 不 怕  惡 念 像 海嘯 一樣 襲來
被淨化了🪷阿彌阿彌🙏,152,被淨化了🪷阿彌阿彌🙏,阿彌阿彌|淨化,1,被 淨化 了 🪷 阿彌阿彌 🙏
"觀自在菩薩，觀自我內在一切煩惱五蘊，接受情緒的發生，接受人是會感受到痛苦的，已知感悟，不受外在環境影響自我內心清淨，已到體悟，斷一切苦厄，心清淨無怨無恨，蓮花出淤泥而不染，即為蓮花座上菩薩。

阿彌陀佛。

佛說過，眾人不要拜他為佛，眾生皆是佛，眾生皆有佛心，而人生在世不懂如何解脫煩惱與痛苦，那就去透過生活上的事情去悟，理解經文只是踏入的第一步，讀懂經文意義後，去進行體悟，每個人的道路皆不同，有的人是透過生活體悟，有的人是透過創作藝術，但都能修行，證道即是佛菩薩。

感謝Marz23用音樂創作表達，讓更多人明白觀自在的境界。

願眾生能內觀己身本心，照見如來，總有一天你們也能從泥濘中走出來，成為菩薩，渡一切苦厄，得先渡己。",153,"觀自在菩薩，觀自我內在一切煩惱五蘊，接受情緒的發生，接受人是會感受到痛苦的，已知感悟，不受外在環境影響自我內心清淨，已到體悟，斷一切苦厄，心清淨無怨無恨，蓮花出淤泥而不染，即為蓮花座上菩薩。

阿彌陀佛。

佛說過，眾人不要拜他為佛，眾生皆是佛，眾生皆有佛心，而人生在世不懂如何解脫煩惱與痛苦，那就去透過生活上的事情去悟，理解經文只是踏入的第一步，讀懂經文意義後，去進行體悟，每個人的道路皆不同，有的人是透過生活體悟，有的人是透過創作藝術，但都能修行，證道即是佛菩薩。

感謝Marz23用音樂創作表達，讓更多人明白觀自在的境界。

願眾生能內觀己身本心，照見如來，總有一天你們也能從泥濘中走出來，成為菩薩，渡一切苦厄，得先渡己。",事情|理解; 人|不同; 人|明白; 人|自在; 人生|在世; 人生|懂; 佛心|在世; 內心|清淨; 境界|明白; 境界|自在; 外在|感悟; 外在|清淨; 外在|知; 心|斷; 心|清淨; 怨|清淨; 恨|清淨; 接受人|感受到; 接受人|痛苦; 本心|願; 煩惱|在世; 煩惱|懂; 煩惱|痛苦; 環境|感悟; 環境|清淨; 眾生|願; 經文|理解; 苦厄|斷; 苦厄|清淨; 道路|不同; 音樂|感謝,31,觀 自在 菩薩 ， 觀 自我 內在 一切 煩惱 五蘊 ， 接受 情緒 的 發生 ， 接受人 是 會 感受到 痛苦 的 ， 已 知 感悟 ， 不 受 外在 環境 影響 自我 內心 清淨 ， 已 到 體悟 ， 斷 一切 苦厄 ， 心 清淨 無 怨 無 恨 ， 蓮花 出 淤泥 而 不 染 ， 即為 蓮花座 上 菩薩 || 佛 說 過 ， 眾人 不要 拜 他 為 佛 ， 眾生 皆 是 佛 ， 眾生 皆 有 佛心 ， 而 人生 在世 不 懂 如何 解脫 煩惱 與 痛苦 ， 那 就 去 透過 生活 上 的 事情 去 悟 ， 理解 經文 只是 踏入 的 第一 步 ， 讀懂 經文 意義 後 ， 去 進行 體悟 ， 每 個 人 的 道路 皆 不同 ， 有的 人 是 透過 生活 體悟 ， 有的 人 是 透過 創作 藝術 ， 但 都 能 修行 ， 證道 即 是 佛 菩薩 || 感謝 Marz23 用 音樂 創作 表達 ， 讓 更多 人 明白 觀 自在 的 境界 || 願 眾生 能 內觀 己身 本心 ， 照見 如來 ， 總有一天 你們 也 能 從 泥濘 中 走出來 ， 成為 菩薩 ， 渡 一切 苦厄 ， 得 先 渡 己
"我有點期待到時候演唱會的呈現
感覺如果能邀請舞者一同表演 將宗教的文化融入街舞好像會很帥",154,"我有點期待到時候演唱會的呈現
感覺如果能邀請舞者一同表演 將宗教的文化融入街舞好像會很帥",演唱會|期待; 舞者|感覺; 街舞|帥,3,我 有點 期待 到時候 演唱會 的 呈現 || 感覺 如果 能 邀請 舞者 一同 表演   將 宗教 的 文化 融入 街舞 好像 會 很 帥
最後結尾那朵蓮花片段直接聯想到悟飛Luffy的涅盤MV,155,最後結尾那朵蓮花片段直接聯想到悟飛Luffy的涅盤MV,悟飛|直接; 涅盤|直接; 片段|直接; 結尾|直接; 蓮花|直接,5,最後 結尾 那 朵 蓮花 片段 直接 聯想到 悟飛 Luffy 的 涅盤 M V
聽完會有可以再出發的感覺,156,聽完會有可以再出發的感覺,,0,
可以再feat阿彌陀佛姐嗎,157,可以再feat阿彌陀佛姐嗎,,0,
超神 （？,158,超神 （？,,0,
揭諦揭諦，波羅揭諦，波羅僧揭諦，菩提薩婆訶,159,揭諦揭諦，波羅揭諦，波羅僧揭諦，菩提薩婆訶,,0,
南無阿彌舒服🙏🏻🪷,160,南無阿彌舒服🙏🏻🪷,,0,
這首可以feat 阿密陀佛姐 他一定很感動😂,161,這首可以feat 阿密陀佛姐 他一定很感動😂,阿密陀佛姐|感動,1,這 首 可以 feat   阿密陀佛姐   他 一定 很 感動 😂
聽到這首歌的這一天，我出家了！,162,聽到這首歌的這一天，我出家了！,,0,
Carzyyyyyyyy,163,卡茲伊伊伊伊,卡茲|伊伊,1,卡茲 伊伊 伊 伊
"阿彌陀佛 
我到極樂世界去了 
謝謝你",164,"阿彌陀佛 
我到極樂世界去了 
謝謝你",,0,
"听过一遍，突然灵光一闪想到 “与其双手合十，满怀烦恼地默念阿弥陀佛；
不如放下那双为祈求而合十的手，烦恼自灭，心自成佛。”",165,"我聽過一遍，突然靈光一閃想到 「與其雙手合十，滿懷煩惱地默念阿彌陀佛；
不如放下那雙為祈求而合十的手，煩惱自滅，心自成佛。 」",佛|成; 心|成; 心|自; 手|自; 煩惱|自,5,不如 放下 那 雙 為 祈求 而 合十 的 手 ， 煩惱 自 滅 ， 心 自 成 佛
阿夜，終究佛也透過你創作了，阿彌陀佛,166,阿夜，終究佛也透過你創作了，阿彌陀佛,,0,
剛好很需要觀自在 就看到新歌了,167,剛好很需要觀自在 就看到新歌了,自在|需要,1,剛好 很 需要 觀 自在   就 看到 新歌 了
終於明白那療癒樂器北美原住民長笛的使命是什麼了,168,終於明白那療癒樂器北美原住民長笛的使命是什麼了,原住民|明白; 樂器|明白,2,終於 明白 那 療癒 樂器 北美 原住民 長笛 的 使命 是 什麼 了
做好當下不要被其他事情影響,169,做好當下不要被其他事情影響,,0,
請常念南無阿彌陀佛,170,請常念南無阿彌陀佛,,0,
阿(ㄜ一聲)彌陀佛,171,阿(ㄜ一聲)彌陀佛,,0,
太法了,172,太法了,,0,
從首發到現在，我的腦袋每天都在觀自在普砂,173,從首發到現在，我的腦袋每天都在觀自在普砂,普砂|自在,1,從 首發 到 現在 ， 我 的 腦袋 每 天 都 在 觀 自在 普砂
馬來西亞人裡報到 🤟,174,馬來西亞人裡報到 🤟,,0,
Очень жду.,175,我真的很期待。,,0,
是想看清空無 每個人都離苦得樂到彼岸嗎,176,是想看清空無 每個人都離苦得樂到彼岸嗎,人|樂; 人|苦,2,是 想 看清 空無  每 個 人 都 離 苦 得 樂 到 彼岸 嗎
放下屠刀，立地成佛（屌爆了）🪷,177,放下屠刀，立地成佛（屌爆了）🪷,屠刀|成佛,1,放下 屠刀 ， 立地 成佛 （ 屌 爆 了 ） 🪷
怎麼有那麼屌的人和歌😂,178,怎麼有那麼屌的人和歌😂,,0,
無限循環🔄邊哭邊聽,179,無限循環🔄邊哭邊聽,,0,
"我的心得：

＜落＞
當人自 落 人間
食糜一切須臾間的喜惡
縱觀古今人亦如此
這是常事
七情六慾 也是如此
靜下心想
四面八方 皆是如此
升日 落 日又日 日日 萬般皆苦

心中滿目瘡痍
也許觀自在 
能讓人好受些",180,"我的心得：

＜落＞
當人自 落 人間
食糜一切須臾間的喜惡
縱觀古今人亦如此
這是常事
七情六慾 也是如此
靜下心想
四面八方 皆是如此
升日 落 日又日 日日 萬般皆苦

心中滿目瘡痍
也許觀自在 
能讓人好受些",七情六慾|如此; 人|好受; 古今人|如此; 心|滿目瘡痍; 日|苦,5,縱觀 古今人 亦 如此 || 七情六慾   也 是 如此 || 升日  落  日 又 日  日 日   萬 般 皆 苦 || 心 中 滿目瘡痍 || 能 讓 人 好受 些
南吳阿彌舒服,181,南吳阿彌舒服,南吳阿彌|舒服,1,南吳阿彌 舒服
台版希斯萊傑🥰,182,台版希斯萊傑🥰,,0,
這才是真正的金曲，經典是無法被超越的,183,這才是真正的金曲，經典是無法被超越的,,0,
要觀自在非常的困難，要足夠能脫離自己本身去觀察、知覺自己的情緒，並且允許情緒自由流動，但不對其作出反應，需要很長很長時間的練習，我還在努力中，每天循環聽觀自在，能心靈平靜，希望自己最終也能達到這個MV跟歌曲想表達的境界🪷🫶🏻,184,要觀自在非常的困難，要足夠能脫離自己本身去觀察、知覺自己的情緒，並且允許情緒自由流動，但不對其作出反應，需要很長很長時間的練習，我還在努力中，每天循環聽觀自在，能心靈平靜，希望自己最終也能達到這個MV跟歌曲想表達的境界🪷🫶🏻,反應|長; 反應|需要; 心靈|希望; 心靈|平靜; 心靈|自在; 情緒|知覺; 時間|長; 時間|需要; 練習|努力; 練習|長,10,要 觀 自在 非常 的 困難 ， 要 足夠 能 脫離 自己 本身 去 觀察 、 知覺 自己 的 情緒 ， 並且 允許 情緒 自由 流動 ， 但 不 對 其 作出 反應 ， 需要 很 長 很 長 時間 的 練習 ， 我 還 在 努力 中 ， 每 天 循環 聽觀 自在 ， 能 心靈 平靜 ， 希望 自己 最終 也 能 達到 這 個 MV 跟 歌曲 想 表達 的 境界 🪷🫶🏻
觀自在哥,185,觀自在哥,,0,
太佛了 早晨被超渡到遇到馬路三寶都可以微笑面對 善哉善哉 🙏🏻🙏🏻,186,太佛了 早晨被超渡到遇到馬路三寶都可以微笑面對 善哉善哉 🙏🏻🙏🏻,,0,
我要把阿公佛堂的歐密斗夫偷偷換成這首！！！,187,我要把阿公佛堂的歐密斗夫偷偷換成這首！！！,,0,
西門阿密陀佛姐 有新版本可以唱了,188,西門阿密陀佛姐 有新版本可以唱了,版本|新; 阿密陀佛姐|新,2,西門 阿密陀佛姐   有 新 版本 可以 唱 了
會有feat.阿彌陀佛姐的版本嗎?,189,會有feat.阿彌陀佛姐的版本嗎?,,0,
Let’s gooooooojdj,190,讓我們一起去吧oooooojdj,,0,
眾神佛  領先潮流,191,眾神佛  領先潮流,,0,
感覺要6分鐘更屌,192,感覺要6分鐘更屌,,0,
帥到我都高潮了🎉,193,帥到我都高潮了🎉,高潮|帥,1,帥 到 我 都 高潮 了 🎉
808 🥰🌏 I know i know,194,第808章 808,,0,
我不入地獄 誰入地獄,195,我不入地獄 誰入地獄,,0,
"觀自在菩薩 行深般若波羅蜜多時
照見五蘊皆空度一切苦厄
觀自在不怕 惡念像海嘯一樣襲來
依然臨在當下不跟它附和
觀自在菩薩 行深般若波羅蜜多時
照見五蘊皆空度一切苦厄
觀自在不抓 所有該不該發生的執念
就不被任何痛苦抓住了

「阿彌陀佛 阿彌陀佛
阿彌阿彌阿彌阿彌 阿彌陀佛」

誰不希望有天能夠脫離苦海
卻不知道放手能立地成如來
把所有的念頭當作電影獨白
才發現祈求的自在終於向我走來

一朵綻放的蓮花
必須生長在水面下最污濁的淤泥
一個振奮人心的
故事都要具備會讓人哭透的劇情
我抽離看著自己
不抓緊也不癡迷 就這麼起飛

觀自在菩薩 行深般若波羅蜜多時
照見五蘊皆空度一切苦厄
觀自在不怕 惡念像海嘯一樣襲來
依然臨在當下不跟它附和
觀自在菩薩 行深般若波羅蜜多時
照見五蘊皆空度一切苦厄
觀自在不抓 所有該不該發生的執念
就不被任何痛苦抓住了

「gate gate pāragate pārasamgate
bodhi svāhã 」

「阿彌陀佛 阿彌陀佛
阿彌阿彌阿彌阿彌 阿彌陀佛」",196,"觀自在菩薩 行深般若波羅蜜多時
照見五蘊皆空度一切苦厄
觀自在不怕 惡念像海嘯一樣襲來
依然臨在當下不跟它附和
觀自在菩薩 行深般若波羅蜜多時
照見五蘊皆空度一切苦厄
觀自在不抓 所有該不該發生的執念
就不被任何痛苦抓住了

「阿彌陀佛 阿彌陀佛
阿彌阿彌阿彌阿彌 阿彌陀佛」

誰不希望有天能夠脫離苦海
卻不知道放手能立地成如來
把所有的念頭當作電影獨白
才發現祈求的自在終於向我走來

一朵綻放的蓮花
必須生長在水面下最污濁的淤泥
一個振奮人心的
故事都要具備會讓人哭透的劇情
我抽離看著自己
不抓緊也不癡迷 就這麼起飛

觀自在菩薩 行深般若波羅蜜多時
照見五蘊皆空度一切苦厄
觀自在不怕 惡念像海嘯一樣襲來
依然臨在當下不跟它附和
觀自在菩薩 行深般若波羅蜜多時
照見五蘊皆空度一切苦厄
觀自在不抓 所有該不該發生的執念
就不被任何痛苦抓住了

「gate gate pāragate pārasamgate
bodhi svāhã 」

「阿彌陀佛 阿彌陀佛
阿彌阿彌阿彌阿彌 阿彌陀佛」",人心|振奮; 如來|知道; 念|怕; 念|自在; 海嘯|怕; 淤泥|污濁; 苦海|希望,7,觀 自在 不 怕  惡 念 像 海嘯 一樣 襲來 || 誰 不 希望 有 天 能夠 脫離 苦海 || 卻 不 知道 放手 能 立地 成 如來 || 必須 生長 在 水面 下 最 污濁 的 淤泥 || 一 個 振奮 人心 的 || 觀 自在 不 怕  惡 念 像 海嘯 一樣 襲來
不知道這首變電音版會變成什麼樣的歌⋯做七法會上放！可能😂😮😅哈哈哈,197,不知道這首變電音版會變成什麼樣的歌⋯做七法會上放！可能😂😮😅哈哈哈,電音版|知道; 電音版|變,2,不 知道 這 首 變 電音版 會 變成 什麼 樣 的 歌 ⋯ 做七 法會 上 放
聽這首歌整個雞皮疙瘩 能量好強❤,198,聽這首歌整個雞皮疙瘩 能量好強❤,能量|好強; 雞皮疙瘩|好強,2,聽 這 首 歌 整 個 雞皮疙瘩   能量 好強 ❤
阿彌陀佛阿彌阿彌阿彌陀佛,199,阿彌陀佛阿彌阿彌阿彌陀佛,,0,
Why u know my life 😂,200,為什麼你知道我的生活😂,生活|知道,1,為什麼 你 知道 我 的 生活 😂
Yummy 頭猴菇,201,Yummy 頭猴菇,,0,
我佛修一,202,我佛修一,,0,
佛說未來，魔王會披著袈裟（說著佛經）😂,203,佛說未來，魔王會披著袈裟（說著佛經）😂,,0,
很深且有度的歌,204,很深且有度的歌,歌|深,1,很 深 且 有度 的 歌
🪷🪷🪷,205,🪷🪷🪷,,0,
這MV可以當恐怖片了😂,206,這MV可以當恐怖片了😂,,0,
聽完業障都沒了🎉,207,聽完業障都沒了🎉,,0,
🪷,208,🪷,,0,
幹很兇,209,幹很兇,,0,
阿公聽到從棺材跳起來了😅,210,阿公聽到從棺材跳起來了😅,,0,
🪷🪷🪷,211,🪷🪷🪷,,0,
🗿,212,🗿,,0,
Travis·普薩,213,Travis·普薩,,0,
ㄜㄇㄊㄈ,214,ㄜㄇㄊㄈ,,0,
太厉害了 竟然可以用另一种方式推广“心经”🙏💥🙇🪷,215,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
好聽是好聽，但循環撥放感覺像超渡,216,好聽是好聽，但循環撥放感覺像超渡,循環|好聽; 感覺|好聽,2,好聽 是 好聽 ， 但 循環 撥放 感覺 像 超渡
🪷🪷🪷🪷🪷,217,🪷🪷🪷🪷🪷,,0,
❤❤❤,218,❤❤❤,,0,
0:32 跳過片頭,219,0:32 跳過片頭,,0,
mv後面吹的是什麼樂器？,220,mv後面吹的是什麼樂器？,,0,
謝謝Marz23，所有業障已經被穿透得徹底消散!!!,221,謝謝Marz23，所有業障已經被穿透得徹底消散!!!,業障|徹底,1,謝謝 Marz23 ， 所有 業障 已經 被 穿透 得 徹底 消散
致敬周星馳的功夫 ✋🏻,222,致敬周星馳的功夫 ✋🏻,,0,
"你應該另外再製作一首完整且新穎曲風的心經。
因為你的歌聲聽到，會讓人的心是穩的，但當然唱心經的心態，要先穩，呈現出來
聽者自然也會感到安穩～給你最大的祝福

這是我難得會聽完整首佛教改編的音樂",223,"你應該另外再製作一首完整且新穎曲風的心經。
因為你的歌聲聽到，會讓人的心是穩的，但當然唱心經的心態，要先穩，呈現出來
聽者自然也會感到安穩～給你最大的祝福

這是我難得會聽完整首佛教改編的音樂",人|穩; 佛教|難得; 心|穩; 心態|穩; 心經|完整; 心經|新穎; 曲風|完整; 曲風|新穎; 祝福|大; 者|安穩; 者|感到,11,你 應該 另外 再 製作 一 首 完整 且 新穎 曲風 的 心經 || 因為 你 的 歌聲 聽到 ， 會 讓 人 的 心 是 穩 的 ， 但 當然 唱 心經 的 心態 ， 要 先 穩 ， 呈現出來 || 聽 者 自然 也 會 感到 安穩 ～ 給 你 最 大 的 祝福 || 這 是 我 難得 會 聽完 整 首 佛教 改編 的 音樂
"西方Falling In Reverse －Prequel扮耶穌
東方可能就這個如來🤔",224,"西方Falling In Reverse －Prequel扮耶穌
東方可能就這個如來🤔",,0,
Ai,225,人工智慧,,0,
"一樹一花一菩提，繁花盛開一念間。
阿彌陀佛🙏🏻",226,"一樹一花一菩提，繁花盛開一念間。
阿彌陀佛🙏🏻",念|盛開; 繁花|盛開; 花|盛開; 菩提|盛開,4,一 樹 一 花 一 菩提 ， 繁花 盛開 一 念 間
一體兩面,227,一體兩面,,0,
"OK~之後""咒""的系列電影沒有你做的主題曲我不看  這首太符合""咒""這部電影了",228,"OK~之後""咒""的系列電影沒有你做的主題曲我不看  這首太符合""咒""這部電影了",,0,
為什麼叫觀自在菩薩呢！因為菩薩在世的時候 他的爸爸生了很多女兒 但偏偏爸爸不愛菩薩這個女兒 在有需要的時候 連他爸爸最愛的女兒都不幫他 覺得爸爸活該 但偏偏菩薩覺得說人要心存善念 不可以有這種想法 我們要懂的感恩！後來菩薩上去以後 就多了很多隻手變成 「千手觀音」 這就叫觀自在🙏 這是菩薩的故事,229,為什麼叫觀自在菩薩呢！因為菩薩在世的時候 他的爸爸生了很多女兒 但偏偏爸爸不愛菩薩這個女兒 在有需要的時候 連他爸爸最愛的女兒都不幫他 覺得爸爸活該 但偏偏菩薩覺得說人要心存善念 不可以有這種想法 我們要懂的感恩！後來菩薩上去以後 就多了很多隻手變成 「千手觀音」 這就叫觀自在🙏 這是菩薩的故事,人|覺得; 心|覺得; 想法|懂; 手|多; 時候|在世; 爸爸|活該; 爸爸|覺得; 菩薩|在世; 菩薩|多; 菩薩|活該; 菩薩|覺得,11,因為 菩薩 在世 的 時候   他 的 爸爸 生 了 很多 女兒   但 偏偏 爸爸 不 愛 菩薩 這 個 女兒   在 有 需要 的 時候   連 他 爸爸 最 愛 的 女兒 都 不 幫 他   覺得 爸爸 活該   但 偏偏 菩薩 覺得 說 人 要 心 存 善念   不可以 有 這 種 想法   我們 要 懂 的 感恩 || 後來 菩薩 上去 以後   就 多 了 很多 隻 手 變成   「 千 手 觀音 」   這 就 叫 觀自在 🙏   這 是 菩薩 的 故事
會跟西門阿彌陀佛姐合唱嗎,230,會跟西門阿彌陀佛姐合唱嗎,,0,
留个爪,231,留个爪,,0,
高浩哲?,232,高浩哲?,,0,
第一個把佛經唱得這麼好聽的人 以後聽到有人念經 我會來去給他更新這個好聽版本,233,第一個把佛經唱得這麼好聽的人 以後聽到有人念經 我會來去給他更新這個好聽版本,人|好聽; 佛經|好聽; 版本|好聽,3,第一 個 把 佛經 唱 得 這麼 好聽 的 人   以後 聽到 有 人 念經   我 會 來去 給他 更新 這 個 好聽 版本
歌詞最難背的一首😭😭😭,234,歌詞最難背的一首😭😭😭,歌詞|難背,1,歌詞 最 難背 的 一 首 😭😭😭
淨土宗嗎？謝謝,235,淨土宗嗎？謝謝,,0,
法號：Marz23,236,法號：Marz23,,0,
