Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
Bridge part is so addictive,135,橋段太讓人上癮了,人|上癮; 橋段|上癮,2,橋段 太 讓 人 上癮 了
비트 진짜 미쳤나봐 내가 지금 걷는 길바닥이 런웨이가 됨.....; 충격적으로 좋다,136,節奏一定很瘋狂吧，我走的街道變成了T台…；好得驚人,節奏|瘋狂,1,節奏 一定 很 瘋狂 吧 ， 我 走 的 街道 變成 了 T台 …
노래 진짜 시원하다 이게 에스파식 청량이야...,137,這首歌確實讓人耳目一新。這是Espa風格的清爽...,人|耳目一新; 歌|耳目一新; 風格|清爽,3,這 首 歌 確實 讓 人 耳目一新 || 這 是 Espa 風格 的 清爽 ...
It's so fresh like a lemonade!,138,就像檸檬水一樣新鮮！,檸檬水|一樣; 檸檬水|新鮮,2,就 像 檸檬水 一樣 新鮮
Keep Streaming guys,139,繼續直播夥計們,,0,
"THE FIRST VERSE IS SO FREAKING ADDICTIVE.
GIGI, KARI ANS WINTYS RAP WAS SO FIRE
OMGGG I LOVE THIS SONG SO FREAKING MUCH",140,"第一節就非常令人上癮。
GIGI、KARI ANS WINTY 的饒舌太火了
天哪，我非常喜歡這首歌",人|上癮; 歌|喜歡,2,第一 節 就 非常 令 人 上癮 || 天哪 ， 我 非常 喜歡 這 首 歌
Winter rapping made my jaw drop so hard,141,冬天的說唱讓我的下巴都掉下來了,,0,
winters lines are genuinely life changing,142,冬季系列真正改變了生活,,0,
레몬에이드에 쇠며들어버렸어요ㅜㅜㅜㅜ 하루종일 무한 반복재생중,143,我泡在檸檬水裡ㅜㅜㅜㅜ 整天無限重複玩,檸檬水|無限,1,我 泡 在 檸檬水 裡 ㅜㅜㅜㅜ  整 天 無限 重複 玩
"Song stuck in my head already, haha! Aespa making it lemonade! The MV is so cool.",144,歌已經在我腦海裡浮現了，哈哈！ Aespa 製作檸檬水！ MV太酷了。,,0,
This comeback highlight is Giselle. Sm finally remembered that Aespa have a main rapper.,145,此次回歸的亮點是吉賽爾。 Sm終於想起來Aespa有一個主要的饒舌歌手。,歌手|饒舌,1,Sm 終於 想起來 Aespa 有 一 個 主要 的 饒舌 歌手
rap from winter is something i never expected in my life,146,來自冬天的饒舌是我一生中從未想到的,一生|饒舌,1,來自 冬天 的 饒舌 是 我 一生 中 從未 想到 的
"유투브뮤직, 애플뮤직, 스포티파이에서 음원순위 쭉쭉 올라가는중😊",147,YouTube Music、Apple Music、Spotify 音樂排名穩定上升😊,音樂|穩定,1,YouTube   Music 、 Apple  Music 、 Spotify   音樂 排名 穩定 上升 😊
I Cant stop playing this song,148,我無法停止播放這首歌,,0,
"These are the most beautiful K-pop idols of the 4th generation. Their visuals are no joke, and they really get better and better with each comeback",149,這些是第四代最美麗的韓國流行偶像。他們的視覺效果可不是開玩笑，而且每次回歸都變得越來越好,代|流行; 代|美麗; 偶像|流行; 偶像|美麗,4,這些 是 第四 代 最 美麗 的 韓國 流行 偶像
정규는 정규다…. 비트 퀄리티부터가 다름 미쳤다,150,常規就是常規……。節拍品質的差異是瘋狂的。,品質|瘋狂; 差異|瘋狂; 節拍|瘋狂,3,節拍 品質 的 差異 是 瘋狂 的
ENGENE SUPPORT LEMONADE here,151,引擎支援檸檬水在這裡,,0,
"I love the way Ningning and Winter hitting that highnote, blessed my ear",152,我喜歡寧寧和溫特擊中高音的方式，祝福我的耳朵,寧寧|喜歡; 溫特|喜歡; 高音|喜歡,3,我 喜歡 寧寧 和 溫特 擊中 高音 的 方式 ， 祝福 我 的 耳朵
Winters rap had me in heaven 😩,153,冬天的饒舌讓我進入了天堂😩,,0,
"This is SPICY 2.0 for me, this is HUGE for me",154,這對我來說是 SPICY 2.0，這對我來說是巨大的,,0,
i watching it for 5 day now. 😭,155,我已經看了 5 天了。 ??,,0,
Song of the summer,156,夏天的歌,,0,
This is addictive song. I can't stop playing this,157,這是一首讓人上癮的歌曲。我無法停止玩這個,人|上癮; 歌曲|上癮,2,這 是 一 首 讓 人 上癮 的 歌曲
Giselle getting so many lines??????WTF!!! Sm finally remembered aespa rappers,158,吉賽兒有這麼多台詞？ ？ ？ ？ ？ ？ WTF！ ！ ！ Sm終於想起aespa饒舌歌手,歌手|饒舌,1,Sm 終於 想起 aespa 饒舌 歌手
Myss str3am the mv more and also spotify,159,Myss str3am mv 更多以及 Spotify,,0,
How many intertional fans are here to support aespa forever?🤚🏻,160,有多少國際粉絲在這裡永遠支持aespa？ 🤚🏻,,0,
Woah Winter's high note,161,哇冬天的高音,,0,
Winter rap is so satisfying,162,冬季饒舌太令人滿意了,人|滿意; 人|饒舌,2,冬季 饒舌 太 令 人 滿意 了
Keep Fighting guys we won’t stop because is lemon 🍋 lemonade!!!!,163,繼續戰鬥吧，我們不會停止，因為是檸檬🍋檸檬水！ ！ ！ ！,,0,
oh aespa you will be an icons FOREVER 🍋🍋,164,哦，aespa，你將永遠成為偶像🍋🍋,,0,
"THIS IS SUCH A BANGER FOR A 4TH GEN GIRL GROUP
AESPA HAS CAME-BACK!!!!!!!!!!!!!",165,"這對第四代女團來說真是太糟糕了
AESPA 回來了！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！",女團|糟糕,1,這 對 第四 代 女團 來 說 真是 太 糟糕 了
only aespa can make me hear kpop back,166,只有 aespa 能讓我聽到 kpop 的聲音,,0,
Keep streaming guys,167,繼續直播夥計們,,0,
"TBH, THIS IS THEIR BEST MV BASED ON THE CONCEPT, VOCALS, RAP, AND EVERYTHING AFTER THEIR WHIPLASH ERA.",168,說實話，這是他們在 Whiplash 時代之後基於概念、人聲、說唱以及一切的最佳 MV。,,0,
WINTER RAPPERRRRRRRR HER LINE IS FIRE,169,冬季饒舌歌手RRRRRR 她的路線很火,歌手|饒舌; 路線|火; 路線|饒舌,3,冬季 饒舌 歌手 RRRRRR  她 的 路線 很 火
winter eraa omgggg she's look sooo great omggg,170,冬天時代，天啊，她看起來太棒了，天啊,天啊|棒,1,冬天 時代 ， 天啊 ， 她 看起來 太 棒 了 ， 天啊
LemonATE,171,檸檬酸,,0,
"Wait hold up, stop is iconic already, I STAN AESPA LEMONADE 
All the girls ate, no notes 💛",172,"等等，停下來已經是標誌性的了，我準備了 AESPA 檸檬水
所有女孩都吃了，沒有備註💛",標誌性|停下來,1,等等 ， 停下來 已經 是 標誌性 的 了 ， 我 準備 了  AESPA  檸檬 水
lemonade my second fav aespa song after whiplash,173,檸檬水是繼《鞭打》之後我第二喜歡的 aespa 歌曲,歌曲|喜歡,1,檸檬 水 是 繼 《 鞭打 》 之後 我 第二 喜歡 的  aespa  歌曲
"I hope these goes viral like insane. Even though they are already famous, they still deserve more recognition.",174,我希望這些能像瘋了一樣瘋傳。儘管他們已經出名了，但他們仍然值得更多的認可。,瘋傳|一樣; 瘋傳|瘋,2,我 希望 這些 能 像 瘋 了 一樣 瘋傳
Vote MY... let's make Aespa encore this banger on mushow,175,投票我的...讓 Aespa 在 mushow 上重演這首歌曲,,0,
Their vocals and rapp lines ATEEE,176,他們的歌聲和說唱台詞 ATEEE,,0,
The song is on the NEXT LEVEL,177,這首歌更上一層樓,,0,
THE LEVEL OF AESPA IS AMAZING!!!,178,AESPA 的水平令人驚嘆！,,0,
We badly need lemonade encore.. We missed wda encore😔,179,我們非常需要檸檬水安可..我們錯過了 wda 安可😔,檸檬水|安可; 檸檬水|需要,2,我們 非常 需要 檸檬水 安可 .. 我們 錯過 了  wda  安可 😔
I LOVE SO MUCH WINTER IN THIS ERA OMG ⭐!!!,180,我非常喜歡這個時代的冬天 天哪 ⭐！ ！ ！,時代|喜歡,1,我 非常 喜歡 這 個 時代 的 冬天   天 哪   ⭐
GISELE AND WINTER'S ERA 🖐😫,181,吉賽兒和冬季時代🖐😫,,0,
"This actually one of their best songs and music videos 
Like we know the quality is always their when we talk abt aespa but this is just so expensive nd premium ✨️",182,"這實際上是他們最好的歌曲和音樂視頻之一
就像我們知道，當我們談論 aespa 時，品質始終是他們的，但這就是如此昂貴和優質 ✨️",歌曲|好; 視頻|好; 音樂|好,3,這 實際 上 是 他們 最 好 的 歌曲 和 音樂 視頻 之 一
"Aespa is in second place on Mnet, please get more votes! We have to give them the win.",183,Aespa在Mnet上排名第二，請多多投票！我們必須給他們勝利。,,0,
아 너무 좋아 에스파표 신맛 여름 곡으로 이번 여름 이겨내자,184,啊，我非常喜歡它。讓我們用 Espa 的酸澀夏日歌曲來度過這個夏天吧。,歌曲|酸澀,1,讓 我們 用  Espa  的 酸澀 夏日 歌曲 來 度過 這 個 夏天 吧
ningning and winter are changing lives in this song,185,寧寧和冬天在這首歌裡改變生活,,0,
Winter rapping is insaneeeee,186,冬天的饒舌太瘋狂了,,0,
Oh this is tea,187,哦，這是茶,,0,
When life gave lemons to aespa they made us *LEMONADE*,188,當生活給 aespa 檸檬時，他們創造了我們*檸檬水*,,0,
"WINTER'S RAP, HIGHNOTES AND PRETTY + HOT + HANDSOME VISUAL IN THIS MV??? THIS IS WINTER ERA",189,冬季的饒舌、高音和漂亮+熱辣+帥氣的視覺在這支MV中？ ？ ？這是冬季時代,視覺|帥氣; 視覺|熱; 視覺|辣; 高音|漂亮; 高音|熱; 高音|辣; 高音|饒舌,7,冬季 的 饒舌 、 高音 和 漂亮 + 熱 辣 + 帥氣 的 視覺 在 這 支 MV 中
"winter's rap is INSANEEEE. like this girl can sing, dance, rap, what is something she can't do?",190,冬天的饒舌是 INSANEEEE。像這個女孩，會唱歌，會跳舞，會說唱，還有什麼是她不會的呢？,,0,
The beat is so pretty,191,節拍太漂亮了,節拍|漂亮,1,節拍 太 漂亮 了
Their visuals are absolutely insane,192,他們的視覺效果絕對是瘋狂的,效果|瘋狂; 視覺|瘋狂,2,他們 的 視覺 效果 絕對 是 瘋狂 的
"Ning Ning and Giselle really own this era, period",193,寧寧和吉賽兒真正擁有了這個時代、時期,,0,
"I can't wait for the full album reaction, it's the best work aespa have done!",194,我已經等不及完整專輯的反應了，這是 aespa 所做的最好的工作！,反應|完整; 專輯|完整; 工作|好,3,我 已經 等不及 完整 專輯 的 反應 了 ， 這 是  aespa  所 做 的 最 好 的 工作
Song's meaning: if you are gonna give me lemons(hate) I'll make it lemonade (I'll not take it as a challenge and make it to improve myself,195,歌曲意義：如果你要給我檸檬（討厭），我會把它做成檸檬水（我不會把它當作一種挑戰，並透過它來提升自己）,檸檬|討厭,1,歌曲 意義 ： 如果 你 要 給 我 檸檬 （ 討厭 ） ， 我 會 把 它 做成 檸檬 水 （ 我 不會 把 它 當作 一 種 挑戰 ， 並 透過 它 來 提升 自己 ）
Kpop is fun because of aespa,196,韓流因 aespa 而變得有趣,,0,
1:33 NINGNING SAYING MUCHAS GRACIAS MI AMOR IS SO ADDICTIVE,197,1:33 寧寧說非常感謝我的愛是如此令人上癮,人|上癮; 愛|上癮; 愛|感謝,3,1:33  寧寧 說 非常 感謝 我 的 愛 是 如此 令 人 上癮
This song is such a banger all their visuals are so stunning SOTY,198,這首歌太棒了，他們的視覺效果太棒了SOTY,效果|棒; 歌|棒; 視覺|棒,3,這 首 歌 太 棒 了 ， 他們 的 視覺 效果 太 棒 了 SOTY
Ning Ning es la verdadera mi gente latino,199,寧寧才是真正的我的拉丁裔人,,0,
Supernova + whiplash coded!!! This is really aespaa😭🫶🏻,200,超新星+鞭打編碼！ ！ ！這真的是aespaa😭🫶🏻,,0,
The perfect song for summer 🥹,201,最適合夏天的歌🥹,歌|適合,1,最 適合 夏天 的 歌 🥹
Winter's rap insane,202,冬天的饒舌瘋狂,,0,
let's go 30M mys keep streaming mys,203,讓我們走 30M 我的繼續流媒體我的,,0,
aespa will always be popular,204,aespa將永遠受歡迎,,0,
KARINA’S VOICE IS SUCH A PERFECT FIT FOR THIS,205,卡琳娜的聲音非常適合這個,卡琳娜|適合; 聲音|適合,2,卡琳娜 的 聲音 非常 適合 這 個
첫 소절부터 '아.. 여름이구나..' 생각이 박힐 정도로 좋고 노래 자체가 되게 중독성 있음 (윈터누님 사랑해요),206,從第一節開始，它就太好聽了，你會想，「啊…這是夏天…」這首歌本身就很容易讓人上癮（我愛你，冬姐姐）,人|上癮; 人|容易; 歌|容易,3,從 第一 節 開始 ， 它 就 太 好聽 了 ， 你 會 想 ， 「 啊 … 這 是 夏天 … 」 這 首 歌 本身 就 很 容易 讓 人 上癮 （ 我 愛 你 ， 冬 姐姐 ）
yes naik lagi jadi no 2.keep streaming mys.lets go mys indo,207,是的，它再次上升至第二位。繼續播放 mys.let go mys indo,,0,
the more you listen to this song the more addictive it becomes,208,這首歌越聽越上癮,歌|上癮,1,這 首 歌 越 聽 越 上癮
Giselle's rap flow has sassy boss aura.,209,吉賽兒的饒舌流有一種時髦的老闆氣場。,吉賽兒|饒舌流; 氣場|時髦; 老闆|時髦,3,吉賽兒 的 饒舌流 有 一 種 時髦 的 老闆 氣場
Got me craving lemonade and an aespa concert at 1 am 😩🍋,210,讓我渴望檸檬水和凌晨 1 點的 aespa 音樂會😩🍋,檸檬水|渴望,1,讓 我 渴望 檸檬水 和 凌晨  1 點 的  aespa  音樂會 😩 🍋
keep streaming guys come on,211,繼續直播夥計們加油,,0,
2:52 Now this song will be playing nonstop in my room every day,212,2:52 現在這首歌每天都會在我的房間裡不停地播放,,0,
They all look sooo pretty,213,他們看起來都很漂亮,,0,
"Aespa debut top 50 global 
Let's go mys close 20M and let's go to top20",214,"Aespa 首度躋身全球 50 強
讓我們接近 20M，讓我們進入 top20",,0,
"Where are the MYs who said æspa is getting SOTY, ROTY, and AOTY in 2026??? 👀
Come on, where are you all??? The streaming isn't loud enough yet, and the voting needs to be WAY stronger!!! 😭🔥
Let's work harder for æspa and make those predictions come true! 💙✨",215,"那些說 æspa 將在 2026 年獲得 SOTY、ROTY 和 AOTY 的 MY 在哪裡？ ？ ？ 👀
來來來，你們都在哪裡？ ？ ？直播的聲音還不夠大，投票需要更有力量！ ！ ！ 😂🔥
讓我們為æspa 更加努力，讓這些預測成為現實！ 💙✨",力量|需要; 聲音|大; 預測|努力,3,直播 的 聲音 還 不 夠 大 ， 投票 需要 更 有 力量 || 讓 我們 為 æspa  更加 努力 ， 讓 這些 預測 成為 現實
I'm obsessed with Winter's part,216,我對Winter的部分很著迷,,0,
Winter and Giselle owning this era,217,冬天和吉賽兒擁有這個時代,,0,
아니 훅만 기억에 남는게 아니라 벌스랑 개개인 파트까지 개미침 소름돋네,218,不，令人難忘的不僅僅是旋律，還有歌詞和各個部分都令人起雞皮疙瘩。,人|難忘; 旋律|難忘,2,不 ， 令 人 難忘 的 不僅僅 是 旋律 ， 還 有 歌詞 和 各 個 部分 都 令 人 起 雞皮疙瘩
本当に本当に本当にありがとうございます😭😭,219,非常感謝你所做的一切😭😭,,0,
"SONG 10/10
VOCALS 10/10
COREO 10/10
FACECARD 10/10",220,"歌曲 10/10
人聲 10/10
核心10/10
面卡 10/10",,0,
"not Winter serving vocals, rap, visual and body tea in this comeback",221,不是 Winter 在這次回歸中提供聲樂、說唱、視覺和身體茶點,,0,
"몸이 반응한거면 끝났다 
이번 여름은 에스파인듯",222,"如果你的身體有反應，那就結束了。 
看起來像今年夏天的 Espa",反應|結束,1,如果 你 的 身體 有 反應 ， 那 就 結束 了
Goooooo MY's 25M!!!!,223,嗚嗚嗚我的25M！ ！ ！ ！,,0,
THIS BANGER DESERVES MORE VIEWS,224,這個爛片值得更多人觀看,人|值得; 爛片|值得,2,這 個 爛片 值得 更多 人 觀看
The whole album is full of banger,225,整張專輯充滿了火爆氣氛,專輯|火爆; 氣氛|火爆,2,整 張 專輯 充滿 了 火爆 氣氛
this is so refreshing like a lemonade,226,這就像檸檬水一樣清爽,檸檬水|一樣; 檸檬水|清爽,2,這 就 像 檸檬水 一樣 清爽
"Midzyyy here to support aespa ❤❤❤
Lemonad ❤❤❤",227,"Midzyyy 來支持 aespa ❤❤❤
檸檬❤❤❤",,0,
"Aespa queens, they bring colorful kpop, also they save they're own unique concept, thanks for that! They're gonna be trendsenders, go ahead! Song of the year",228,Aespa 皇后們，他們帶來了豐富多彩的韓流，也保存了自己獨特的理念，謝謝！他們將成為潮流引領者，加油！年度歌曲,們|豐富; 理念|獨特; 韓流|多彩; 韓流|豐富,4,Aespa  皇后 們 ， 他們 帶來 了 豐富 多彩 的 韓流 ， 也 保存 了 自己 獨特 的 理念 ， 謝謝
The way winter said WELCOME BACK TO MY WORLD,229,冬天說歡迎回到我的世界的方式,,0,
정규 진짜 맛도리... 미친거 아냐 도입부터 걍 모든 구간이 좋음 ㅜㅠ,230,普通真的很好吃...我沒有瘋。從一開始各部分都很好ㅜㅠ,,0,
LEMONADE IS LIKE THE LOVE CHILD OF WHIPLASH AND SUPERNOVA,231,檸檬水就像鞭打和超新星的愛子,,0,
"This comeback screams WINTER! 🍋
STREAM LEMONADE! 🍋",232,"這次回歸讓冬天尖叫不已！ 🍋
流檸檬水！ 🍋",,0,
10M already. mys let's goo keep streaming,233,已經10M了我的，讓我們繼續直播吧,,0,
"Giselle has such a natural flow when she raps, it makes every verse sound addictive",234,吉賽兒說唱時的流暢感讓每一節都讓人上癮,人|上癮,1,吉賽兒 說唱 時 的 流暢感 讓 每 一 節 都 讓 人 上癮
almost 23 lets goo,235,快23了，讓我們走吧,,0,
WINTER'S RAP PART AND GISELLE'S ONE ATTRACT MEEE,236,WINTER 的 RAP 部分和 GISELLE 的 ONE ATTRACT MEEE,,0,
Winter rap and high note is kinda insane!!!!!!,237,冬季饒舌和高音有點瘋狂！ ！ ！ ！ ！ ！,高音|瘋狂; 高音|饒舌,2,冬季 饒舌 和 高音 有點 瘋狂
aespa debut with 2.5M streams on spotify marks the seconde kpop girl group ever after blackpink go with 3M congratulations aespa 💎,238,aespa 在 Spotify 上首次亮相就獲得了 250 萬次流媒體播放量，標誌著繼 Blackpink 與 3M 合作之後第二個韓國流行女團，恭喜 aespa 💎,女團|流行,1,aespa  在  S potify   上 首次 亮相 就 獲得 了  250  萬 次 流媒體 播放量 ， 標誌 著 繼  Blackpink  與  3M  合作 之後 第二 個 韓國 流行 女團 ， 恭喜  aespa  💎
AESPA DOES IT AGAIN,239,AESPA 再次行動,,0,
aespa is serving,240,aespa 正在服務,,0,
Aespa never make bad songs almost 6 years in industry.,241,Aespa從業近6年，從來沒有唱過蹩腳的歌曲。,歌曲|蹩腳,1,Aespa 從業 近 6 年 ， 從來 沒有 唱 過 蹩腳 的 歌曲
Aespa is the BEST!! Really love the creative team who is behind this fantastic visual. Great work!!!,242,埃斯帕是最好的！ ！真的很喜歡這個奇妙視覺效果背後的創意團隊。幹得好！,創意|奇妙; 埃斯帕|好; 效果|喜歡; 效果|奇妙; 視覺|喜歡; 視覺|奇妙,6,埃斯帕 是 最 好 的 || 真的 很 喜歡 這 個 奇妙 視覺 效果 背後 的 創意 團隊
mys come on we can str3am more than this both youtube and Spotify,243,我的來吧，我們可以 str3am 比這更多 youtube 和 Spotify,,0,
Never really commented on any Aespa video before but WOW!!!,244,以前從未真正評論過任何 Aespa 視頻，但哇！ ！ ！,,0,
쇠콤달콤이라는 말이 맞다 되게 좋네,245,確實是酸甜可口。真的很好。,,0,
This MV has the best cinematography out of all the MVs I've watched ever,246,這部MV是我看過的所有MV中最好的攝影,攝影|好; 攝影|最,2,這 部 MV 是 我 看過 的 所有 MV 中 最 好 的 攝影
Vote vote vote pls mys😢,247,投票投票我的😢,,0,
it has already entered melon 5 minute chart!! international mys keep streaming on yt and spotify,248,已經進入瓜5分鐘圖了！ ！國際 mys 繼續在 yt 和 Spotify 上直播,,0,
the way this casually got 1million views in 3 hours... aespa you will never be forgotten,249,這個影片在 3 小時內就輕鬆獲得了 100 萬次瀏覽…aespa 你永遠不會被忘記,小時|輕鬆,1,這 個 影片 在  3  小時 內 就 輕鬆 獲得 了  100  萬 次 瀏覽 …aespa  你 永遠 不會 被 忘記
finally we have Giselle’s era now,250,終於迎來了吉賽兒時代,,0,
MV OF THE YEAR,251,年度最佳MV,,0,
AESPA DID IT AGAIN !!! I LOVED THIS SONG AND THE WHOLE ALBUM!!! 🍋,252,AESPA 又做到了！我喜歡這首歌和整張專輯！ 🍋,歌|喜歡,1,我 喜歡 這 首 歌 和 整 張 專輯
THE REAL SONG OF THE YEARRRR ATEEEEEEEEEEEEEEEEEE,253,年度最佳歌曲啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,,0,
the best song released by a kpop this year so far,254,今年迄今韓流發行的最佳歌曲,,0,
나왔다 여름의 또대급 또스파,255,出爐了，夏季頂級Tospa,,0,
This album is absolute chef’s kiss 🤩,256,這張專輯絕對是廚師之吻🤩,,0,
OMG Winter is INSANEEE,257,天哪，冬天太瘋狂了,,0,
Their stylist definitely needs a raise 💯 All the outfits in the mv are lit 🔥,258,他們的造型師肯定需要加薪💯 mv裡的衣服都亮了🔥,衣服|亮; 衣服|需要; 造型師|肯定; 造型師|需要,4,他們 的 造型師 肯定 需要 加薪 💯 mv 裡 的 衣服 都 亮 了 🔥
Almost 24 million yassssssss,259,近2400萬個yasssssss,,0,
music video of the year,260,年度音樂錄影帶,,0,
Winter rapping is something I didn't knew I needed,261,我不知道我需要冬季說唱,,0,
that's one of the best on best from sm entertainment and aespa 😭,262,這是 SM Entertainment 和 aespa 的最佳精選之一 😭,,0,
Must listen to again and again and again and again!!!,263,一定要聽一遍又一遍！ ！ ！,,0,
Omg Giselle’s parts are amazing and I’m glad that she has a lot of lines in this song,264,天哪，吉賽兒的部分太棒了，我很高興她在這首歌中有很多台詞,吉賽兒|棒; 歌|高興,2,天哪 ， 吉賽兒 的 部分 太 棒 了 ， 我 很 高興 她 在 這 首 歌 中 有 很多 台詞
"I'll make it Lemonade ❌️
I'll make it LemonATE✅️",265,"我來做檸檬水❌️
我會把它做成檸檬的✅️",,0,
ALBUM OF THE YEARRRRR,266,年度專輯RRRR,,0,
The last chorus being a dopamine boost,267,最後的合唱是多巴胺的提升,,0,
I love the winter rapping part🫰,268,我喜歡冬天的饒舌部分🫰,,0,
I'm not a fan of aespa but this song is fire!! I didn't expect that!!,269,我不是 aespa 的粉絲，但這首歌很火爆！ ！我沒想到！,歌|火爆,1,我 不 是  aespa  的 粉絲 ， 但 這 首 歌 很 火爆
1:33 NINGNING AAAAAAAAAAAAAK❤,270,1:33 閃耀啊啊啊啊啊❤,,0,
"selingan if i treasure versi aku, lemonade aespa candu banget jujurrrrr ini beneran lagu mereka banget 😭❤️‍🔥",271,我版本的If I Treasure插曲，Aespa's Lemonade真的會讓人上癮，說實話，這真的是他們的歌😭❤️‍🔥,人|上癮; 實話|上癮,2,我 版本 的 If I Treasure 插曲 ， Aespa's  Lemonade 真的 會 讓 人 上癮 ， 說 實話 ， 這 真的 是 他們 的 歌 😭❤️‍🔥
"NINGNING DICIENDO ""MUCHAS GRACIAS MI AMOR"" AMO😭",272,寧寧說「非常感謝我的愛」愛😭,寧寧|感謝; 愛|感謝,2,寧寧 說 「 非常 感謝 我 的 愛 」 愛 😭
중독성 쩐다.상큼하네.윈터도 레몬같음.,273,這很容易上癮。很清爽。冬天也像檸檬。,,0,
11 MILLIONS OMG AESPA IS ON FIRE AND A FULL ALBUM OMG,274,1100 萬張 OMG AESPA 火紅了，還有一張完整專輯 OMG,專輯|完整,1,1100  萬 張  OMG AESPA  火紅 了 ， 還 有 一 張 完整 專輯  OMG
keep and fighting mys,275,保持並戰鬥我的,,0,
They all have highlight parts! Loving them all soooo much!,276,都有亮點的部分！非常愛他們！,,0,
THE LEMONADE IS HERE !!! 🍋,277,檸檬水來了！ ！ ！ 🍋,,0,
"I'm a New Jeans fan and I support you, Espa. I love you girls.",278,我是 New Jeans 的粉絲，我支持你，Espa。我愛你們女孩們。,,0,
BEST SONG,279,最佳歌曲,,0,
"yess aespa my ult girl group serving againnnnn, i knew this era was gonna be peak",280,是的，aespa 我的 ult 女團再次服役nnnn，我知道這個時代將會達到頂峰,時代|知道,1,是 的 ， aespa   我 的  ult  女團 再次 服役 nnnn ， 我 知道 這 個 時代 將 會 達到 頂峰
NINGNING SPANISH LINE IS THE BEST PART LMAO I LOVE IT SO MUCH,281,寧寧西班牙線是最好的部分LMAO我非常喜歡它,,0,
노래 진짜 개좋네 딱 시원한 쇠맛여름 느낌이라 진짜 흥할듯,282,這首歌真的很好聽。感覺就像一個涼爽的、有鐵味的夏天，所以我想這會很有趣。,歌|好聽; 鐵味|涼爽,2,這 首 歌 真的 很 好聽 || 感覺 就 像 一 個 涼爽 的 、 有 鐵味 的 夏天 ， 所以 我 想 這 會 很 有趣
君が生きてるから生きてるよ,283,我還活著，因為你還活著,,0,
My morning start with Lemonade,284,我的早晨從檸檬水開始,,0,
this is definitely SOTY!!! 🔥🔥🔥,285,這絕對是SOTY！ 🔥🔥🔥,,0,
I am addicted to Aespa and lemonade 😅😅😅,286,我對 Aespa 和檸檬水上癮了😅😅😅,檸檬水|上癮,1,我 對  Aespa  和 檸檬水 上癮 了 😅😅😅
Giselle and NingNing eating up since Whiplash Divas,287,自從《爆彈鞭打女主角》之後，吉賽兒和寧寧一起吃東西,,0,
I love that every aespa MV always have all the members for the thumbnail,288,我喜歡每支 aespa MV 的縮圖都是所有成員,,0,
THEY ARE ON NEXT LEVEL!!! STREAM THISS HARD GUYSSS!!,289,他們處於下一個水平！直播這個硬漢！ ！,,0,
WINTER ATE THIS 🔥😏,290,冬天吃了這個🔥😏,,0,
Insane bruh...,291,瘋狂的布魯...,布魯|瘋狂,1,瘋狂 的 布魯 ...
나 리치맨때부터 뮤비에서 유독 얘네한테서 느끼는 이 유쾌한 혁명군같은 느낌이 뭔지 모르겠음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 좋음 여자들이 하는 여자 위주의 예술,292,我不知道自從里奇曼以來，我從這些人的音樂錄影帶中得到的這種令人愉悅的革命性感覺是什麼。真的很好。這是由女性創作的以女性為中心的藝術。,人|愉悅; 感覺|愉悅; 里奇曼|知道; 革命性|愉悅,4,我 不 知道 自從 里奇曼 以來 ， 我 從 這些 人 的 音樂 錄影帶 中 得到 的 這 種 令 人 愉悅 的 革命性 感覺 是 什麼
aespa the best,293,埃斯帕最好的,埃斯帕|好,1,埃斯帕 最 好 的
"Team under 24 hours here
👇",294,"24小時內團隊在此
👇",,0,
Give aespa 1st place ⚡️💜🍋,295,給 aespa 第一名⚡️💜🍋,,0,
"10M finally, our goal is 15M don't give up mys",296,終於10M了，我們的目標是15M，不要放棄我的,,0,
"OMG NINGNING ""MUCHAS GRACIAS MI AMOR""",297,天啊寧寧“非常感謝你我的愛”,你我|感謝; 天|感謝; 寧寧|感謝; 愛|感謝,4,天 啊 寧寧 “ 非常 感謝 你我 的 愛 ”
Okay now this hits hard,298,好吧，現在這打擊很大,打擊|大; 打擊|好,2,好 吧 ， 現在 這 打擊 很 大
최고야.... 최고!!!!!!!,299,這是最好的......最好的！ ！ ！ ！ ！ ！ ！,,0,
"aespa biggest debuts on Spotify Counter: 

1. #LEMONADE — 2,541,732 
2. Whiplash — 2,509,098 
3. Dirty Work — 2,396,906
4. Supernova — 1,942,333 
5. Armageddon — 1,893,656",300,"aespa 在 Spotify Counter 上首次亮相：

1.#檸檬水——2,541,732
2.鞭打——2,509,098
3.骯髒的工作－2,396,906
4.超新星－1,942,333
5. 世界末日——1,893,656",工作|骯髒,1,"3. 骯髒 的 工作 －2,396,906"
"This is what ""Aespa"" should be like❤❤！",301,這才是「Aespa」該有的樣子❤❤！,,0,
WINTER ate that rap!,302,冬天吃了那個說唱！,,0,
"23M Today, Fighting Mys",303,今天的 23M，與我的戰鬥,,0,
