Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
I want some lemonade 🍋,145,我想喝點檸檬水🍋,,0,
THIS BANGER DESERVES MORE VIEWS,146,這個爛片值得更多人觀看,人|值得; 爛片|值得,2,這 個 爛片 值得 更多 人 觀看
oh aespa you will be an icons FOREVER 🍋🍋,147,哦，aespa，你將永遠成為偶像🍋🍋,,0,
aespa are literally goddesses in making a powerhouse of bangers   and how overwhelming it is!!,148,aespa 簡直就是創造出勁爆歌曲的女神，而且它的威力是多麼的巨大！ ！,女神|勁爆; 威力|巨大; 歌曲|勁爆,3,aespa  簡直 就 是 創造出 勁爆 歌曲 的 女神 ， 而且 它 的 威力 是 多麼 的 巨大
MY's aespa deserve Debut on Billboard Hot 100!!!!,149,MY 的 aespa 值得首次亮相 Billboard Hot 100！ ！ ！ ！,,0,
This is addictive song. I can't stop playing this,150,這是一首讓人上癮的歌曲。我無法停止玩這個,人|上癮; 歌曲|上癮,2,這 是 一 首 讓 人 上癮 的 歌曲
ningning and winter are changing lives in this song,151,寧寧和冬天在這首歌裡改變生活,,0,
"I hope these goes viral like insane. Even though they are already famous, they still deserve more recognition.",152,我希望這些能像瘋了一樣瘋傳。儘管他們已經出名了，但他們仍然值得更多的認可。,瘋傳|一樣; 瘋傳|瘋,2,我 希望 這些 能 像 瘋 了 一樣 瘋傳
keep streaming aespa you're the best group,153,繼續播放 aespa 你們是最好的組合,組合|好; 組合|最,2,繼續 播放  aespa  你們 是 最 好 的 組合
aespa will always be popular,154,aespa將永遠受歡迎,,0,
"Aespa is allergic to bad music fr
Edit : thanks for the likes guys!! And PLEASE stop fighting in the comments 🙏",155,"Aespa 對糟糕的音樂過敏
編輯：謝謝各位的喜歡！ ！請停止在評論中爭論🙏",音樂|糟糕,1,Aespa  對 糟糕 的 音樂 過敏
THE VISUAL THE MV THE CHOREOGRAPHY THE SONG THE RAP THE BRIDGE THE QUALITY AESPA DESERVES SOTY,156,視覺效果 MV 編舞 歌曲 RAP 橋樑 品質 AESPA 值得 SOTY,品質|值得; 橋樑|值得,2,視覺 效果  MV  編舞   歌曲  RAP  橋樑   品質  AESPA  值得  SOTY
GOOO MY's LEMONADE DEBUT ON BILLBOARD HOT 100!!!!!,157,GOOO MY 的檸檬水首次登上公告牌熱門 100 名！ ！ ！ ！ ！,公告牌|熱門; 檸檬水|熱門,2,GOOO MY  的 檸檬水 首次 登上 公告牌 熱門  100  名
"aespa make me lemonade, aespa is amazing group, lemonade is amazing song",158,aespa 讓我檸檬水，aespa 是很棒的樂隊，檸檬水是很棒的歌曲,樂隊|棒; 檸檬水|棒; 歌曲|棒,3,aespa  讓 我 檸檬水 ， aespa  是 很 棒 的 樂隊 ， 檸檬水 是 很 棒 的 歌曲
music video of the year,159,年度音樂錄影帶,,0,
This is WHIPLASH AND SPICY MOTHER,160,這是鞭打和辣媽,,0,
lemonade my second fav aespa song after whiplash,161,檸檬水是繼《鞭打》之後我第二喜歡的 aespa 歌曲,歌曲|喜歡,1,檸檬 水 是 繼 《 鞭打 》 之後 我 第二 喜歡 的  aespa  歌曲
OUR TARGET IN 5 DAYS IS ALREADY 40 MILLION,162,我們 5 天內的目標已經是 4000 萬,,0,
THE LEVEL OF AESPA IS AMAZING!!!,163,AESPA 的水平令人驚嘆！,,0,
Winter rapping made my jaw drop so hard,164,冬天的說唱讓我的下巴都掉下來了,,0,
"Where are the MYs who said æspa is getting SOTY, ROTY, and AOTY in 2026??? 👀
Come on, where are you all??? The streaming isn't loud enough yet, and the voting needs to be WAY stronger!!! 😭🔥
Let's work harder for æspa and make those predictions come true! 💙✨",165,"那些說 æspa 將在 2026 年獲得 SOTY、ROTY 和 AOTY 的 MY 在哪裡？ ？ ？ 👀
來來來，你們都在哪裡？ ？ ？直播的聲音還不夠大，投票需要更有力量！ ！ ！ 😂🔥
讓我們為æspa 更加努力，讓這些預測成為現實！ 💙✨",力量|需要; 聲音|大; 預測|努力,3,直播 的 聲音 還 不 夠 大 ， 投票 需要 更 有 力量 || 讓 我們 為 æspa  更加 努力 ， 讓 這些 預測 成為 現實
some of their best work yet,166,他們迄今為止最好的作品,作品|好,1,他們 迄 今 為止 最 好 的 作品
I LOVE SO MUCH WINTER IN THIS ERA OMG ⭐!!!,167,我非常喜歡這個時代的冬天 天哪 ⭐！ ！ ！,時代|喜歡,1,我 非常 喜歡 這 個 時代 的 冬天   天 哪   ⭐
Song of the summer,168,夏天的歌,,0,
This MV has the best cinematography out of all the MVs I've watched ever,169,這部MV是我看過的所有MV中最好的攝影,攝影|好; 攝影|最,2,這 部 MV 是 我 看過 的 所有 MV 中 最 好 的 攝影
so addictive omg can't stop listening,170,太讓人上癮了，天哪，無法停止聆聽,人|上癮,1,太 讓 人 上癮 了 ， 天哪 ， 無法 停止 聆聽
This song will definitely chart very well. Great song.,171,這首歌肯定會取得很好的成績。很棒的歌。,成績|好; 歌|好; 歌|棒; 歌|肯定,4,這 首 歌 肯定 會 取得 很 好 的 成績 || 很 棒 的 歌
it has already entered melon 5 minute chart!! international mys keep streaming on yt and spotify,172,已經進入瓜5分鐘圖了！ ！國際 mys 繼續在 yt 和 Spotify 上直播,,0,
winter eraa omgggg she's look sooo great omggg,173,冬天時代，天啊，她看起來太棒了，天啊,天啊|棒,1,冬天 時代 ， 天啊 ， 她 看起來 太 棒 了 ， 天啊
"Heard it in the street of Ikebukuro, Japan today and searched it❤ the song is so addictive 🔥😍",174,今天在日本池袋街頭聽到並搜了一下❤這首歌太讓人上癮了🔥😍,人|上癮; 歌|上癮,2,今天 在 日本 池袋 街頭 聽到 並 搜 了 一下 ❤ 這 首 歌 太 讓 人 上癮 了 🔥 😍
Glad to see Giselle getting more lines.,175,很高興看到吉賽兒有更多的台詞。,吉賽兒|高興,1,很 高興 看到 吉賽兒 有 更多 的 台詞
AESPA DID IT AGAIN !!! I LOVED THIS SONG AND THE WHOLE ALBUM!!! 🍋,176,AESPA 又做到了！我喜歡這首歌和整張專輯！ 🍋,歌|喜歡,1,我 喜歡 這 首 歌 和 整 張 專輯
I'm not a fan of aespa but this song is fire!! I didn't expect that!!,177,我不是 aespa 的粉絲，但這首歌很火爆！ ！我沒想到！,歌|火爆,1,我 不 是  aespa  的 粉絲 ， 但 這 首 歌 很 火爆
Go 100M in 3/4 months!!! They deserve it.,178,3/4 個月內達到 100M！他們應得的。,,0,
GISELE AND WINTER'S ERA 🖐😫,179,吉賽兒和冬季時代🖐😫,,0,
Their vocals and rapp lines ATEEE,180,他們的歌聲和說唱台詞 ATEEE,,0,
Winter' part is INSANEEEEE,181,冬天的部分是瘋狂的,,0,
“Who’s watching this MV with me? ✋ This is my favorite music video!”,182,“誰和我一起看這個MV？這是我最喜歡的音樂視頻！”,視頻|喜歡; 音樂|喜歡,2,這 是 我 最 喜歡 的 音樂 視頻
My morning start with Lemonade,183,我的早晨從檸檬水開始,,0,
They all look sooo pretty,184,他們看起來都很漂亮,,0,
OMG Winter is INSANEEE,185,天哪，冬天太瘋狂了,,0,
the girls ATE with this song,186,女孩們用這首歌 ATE,,0,
Giselle getting insane screen time AND proper vocal + rap moments?? oh the universe finally stopped playing with me 😭 diva WONNNN,187,吉賽兒獲得瘋狂的螢幕時間和適當的聲音+說唱時刻？噢，宇宙終於不再玩我了 😭 天后 WONNNN,吉賽兒|瘋狂; 時刻|適當; 時間|瘋狂; 時間|適當; 聲音|適當; 螢幕|瘋狂; 螢幕|適當,7,吉賽兒 獲得 瘋狂 的 螢幕 時間 和 適當 的 聲音 + 說唱 時刻
10M already. mys let's goo keep streaming,188,已經10M了我的，讓我們繼續直播吧,,0,
Aespa never make bad songs almost 6 years in industry.,189,Aespa從業近6年，從來沒有唱過蹩腳的歌曲。,歌曲|蹩腳,1,Aespa 從業 近 6 年 ， 從來 沒有 唱 過 蹩腳 的 歌曲
"Don't stop MYs, we need to give aespa lots of wins this era. We still haven't gotten one for lemonade yet",190,別阻止我的腳步，這個時代我們需要為aespa帶來很多勝利。我們還沒買到檸檬水,時代|需要,1,別 阻止 我 的 腳步 ， 這 個 時代 我們 需要 為 aespa 帶來 很多 勝利
"This is SPICY 2.0 for me, this is HUGE for me",191,這對我來說是 SPICY 2.0，這對我來說是巨大的,,0,
I am addicted to Aespa and lemonade 😅😅😅,192,我對 Aespa 和檸檬水上癮了😅😅😅,檸檬水|上癮,1,我 對  Aespa  和 檸檬水 上癮 了 😅😅😅
Woah Winter's high note,193,哇冬天的高音,,0,
"YAYY 30 MILLIONS VIEWS, MYS WE ARE THE BEST!! KEEP STREAMING AESPA❤",194,耶，3000 萬瀏覽量，天哪，我們是最棒的！繼續播放 AESPA❤,,0,
"THE ""MUCHAS GRACIAS MI AMOR"" HAS GOT ME IN A CHOKEHOLD. SO ADDICTING AHHHHHHHH LEMONADE SOTY!!!",195,「MUCHAS GRACIAS MI AMOR」讓我窒息。太上癮了啊啊啊啊檸檬水！ ！ ！,,0,
aespa is serving,196,aespa 正在服務,,0,
KARINA’S VOICE IS SUCH A PERFECT FIT FOR THIS,197,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
Here we go 30M!!!!,198,來了30M！ ！ ！,,0,
the more you listen to this song the more addictive it becomes,199,這首歌越聽越上癮,歌|上癮,1,這 首 歌 越 聽 越 上癮
queens ain't stepping out their throne I see,200,我明白了，女王們並沒有走出他們的寶座,們|明白; 女王|明白,2,我 明白 了 ， 女王 們 並 沒有 走出 他們 的 寶座
"I know why Karina is really popular in AESPA,,,and is the most popular member,,it's because she always creates a strong attraction, I can't look away from her even a little bit",201,"我知道為什麼Karina在AESPA很受歡迎,,,並且是最受歡迎的成員,,因為她總是給人一種強烈的吸引力，我無法把目光從她身上移開一點",人|強烈; 吸引力|強烈,2,"我 知道 為什麼 Karina 在 AESPA 很 受 歡迎 , , , 並且 是 最 受 歡迎 的 成員 , , 因為 她 總是 給 人 一 種 強烈 的 吸引力 ， 我 無法 把 目光 從 她 身 上 移開 一點"
Winter rapping is something I didn't knew I needed,202,我不知道我需要冬季說唱,,0,
Let's goo MY's 30M!!!!,203,來吧我的30M！ ！ ！,,0,
7.8 mil views in 11 hours is crazy let's make it 10 mil in a day 50 mil in a week or month and then finally 100mil U can DO IT AESPA AND MYS,204,11 小時內 780 萬次瀏覽量太瘋狂了，讓我們在一天內達到 1000 萬次，在一周或一個月內達到 5000 萬次，最後達到 1 億次，你可以做到 AESPA 和 MYS,瀏覽量|瘋狂,1,11  小時 內  780 萬 次 瀏覽量 太 瘋狂 了 ， 讓 我們 在 一 天 內 達到  1000  萬 次 ， 在 一 周 或 一 個 月 內 達到  5000  萬 次 ， 最後 達到  1 億 次 ， 你 可以 做到  AESPA  和  MYS
30 million in a week100 million in a month lets go stream hard mys,205,一週 3000 萬 一個月 1 億 讓我們一起努力直播 我的,月|努力,1,一 週  3000  萬  一 個 月  1 億  讓 我們 一起 努力 直播   我 的
The song is on the NEXT LEVEL,206,這首歌更上一層樓,,0,
"Everyone, let's hurry up 35M",207,大家快點35M吧,,0,
This album is absolute chef’s kiss 🤩,208,這張專輯絕對是廚師之吻🤩,,0,
The way winter said WELCOME BACK TO MY WORLD,209,冬天說歡迎回到我的世界的方式,,0,
WINTER RAPPING AND THE HIGH NOTE MAEMM PERIODD,210,冬季饒舌和高音 MAEMM 時期,時期|饒舌; 高音|饒舌,2,冬季 饒舌 和 高音  MAEMM  時期
Finally 30 millions view.,211,終於有3000萬瀏覽量了。,,0,
I love that every aespa MV always have all the members for the thumbnail,212,我喜歡每支 aespa MV 的縮圖都是所有成員,,0,
"aespa biggest debuts on Spotify Counter: 

1. #LEMONADE — 2,541,732 
2. Whiplash — 2,509,098 
3. Dirty Work — 2,396,906
4. Supernova — 1,942,333 
5. Armageddon — 1,893,656",213,"aespa 在 Spotify Counter 上首次亮相：

1.#檸檬水——2,541,732
2.鞭打——2,509,098
3.骯髒的工作－2,396,906
4.超新星－1,942,333
5. 世界末日——1,893,656",工作|骯髒,1,"3. 骯髒 的 工作 －2,396,906"
"Team under 24 hours here
👇
Edit : Mom I am famous 🎉❤",214,"24小時內團隊在此
👇
編輯：媽媽我很有名🎉❤",媽媽|有名; 編輯|有名,2,編輯 ： 媽媽 我 很 有名 🎉 ❤
lyrics of lemonade on top,215,上面檸檬水的歌詞,,0,
This is their best by far. Essence and evolution.,216,這是他們迄今為止最好的。本質與進化。,本質|進化,1,本質 與 進化
that's one of the best on best from sm entertainment and aespa 😭,217,這是 SM Entertainment 和 aespa 的最佳精選之一 😭,,0,
"I'll make it Lemonade ❌️
I'll make it LemonATE✅️",218,"我來做檸檬水❌️
我會把它做成檸檬的✅️",,0,
30 million we are so close !!,219,3000萬我們已經很接近了！ ！,,0,
"Winter's rapping is really crazy. she does it well, especially her vocal line.",220,Winter的說唱真的很瘋狂。她做得很好，尤其是她的聲線。,,0,
this is the best release this year! oh aespa you did it again,221,這是今年最好的版本！喔 aespa 你又這麼做了,版本|好,1,這 是 今年 最 好 的 版本
THEY ARE ON NEXT LEVEL!!! STREAM THISS HARD GUYSSS!!,222,他們處於下一個水平！直播這個硬漢！ ！,,0,
Menurut ku lagu ini adlh lagu terbaik di bulan ini daripada lagu² lain yg rilis di bulan ini..,223,在我看來，與本月發布的其他歌曲相比，這首歌是本月最好的歌曲。,月|好; 歌|好; 歌曲|好,3,在 我 看來 ， 與 本 月 發布 的 其他 歌曲 相比 ， 這 首 歌 是 本 月 最 好 的 歌曲
They all have highlight parts! Loving them all soooo much!,224,都有亮點的部分！非常愛他們！,,0,
THE LEMONADE IS HERE !!! 🍋,225,檸檬水來了！ ！ ！ 🍋,,0,
ALBUM OF THE YEARRRRR,226,年度專輯RRRR,,0,
SONG OF THE SUMMER INDEED!!!!,227,確實是夏日之歌！ ！ ！ ！,,0,
"10M finally, our goal is 15M don't give up mys",228,終於10M了，我們的目標是15M，不要放棄我的,,0,
11 MILLIONS OMG AESPA IS ON FIRE AND A FULL ALBUM OMG,229,1100 萬張 OMG AESPA 火紅了，還有一張完整專輯 OMG,專輯|完整,1,1100  萬 張  OMG AESPA  火紅 了 ， 還 有 一 張 完整 專輯  OMG
this is definitely SOTY!!! 🔥🔥🔥,230,這絕對是SOTY！ 🔥🔥🔥,,0,
"The ""I'll make it Lemonade"" line is so addictive",231,「我要做檸檬水」這句台詞太讓人上癮了,人|上癮; 台詞|上癮,2,「 我 要 做 檸檬 水 」 這 句 台詞 太 讓 人 上癮 了
Winter rapping is insaneeeee,232,冬天的饒舌太瘋狂了,,0,
the best song released by a kpop this year so far,233,今年迄今韓流發行的最佳歌曲,,0,
"I love the way Ningning and Winter hitting that highnote, blessed my ear",234,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
SPICY + WHIPLASH = LEMONADE,235,辣+鞭打=檸檬水,檸檬水|辣,1,辣 + 鞭打 = 檸檬水
OMG THE SPANISH PARTTTT 😭😭 1:35 NINGNING THE MAKNAEE,236,天哪，西班牙帕特TT 😭😭 1:35 NINGNING MAKNAEE,,0,
"Giselle has such a natural flow when she raps, it makes every verse sound addictive",237,吉賽兒說唱時的流暢感讓每一節都讓人上癮,人|上癮,1,吉賽兒 說唱 時 的 流暢感 讓 每 一 節 都 讓 人 上癮
The perfect song for summer 🥹,238,最適合夏天的歌🥹,歌|適合,1,最 適合 夏天 的 歌 🥹
Let's goo MY's aespa deserve Debut on Billboard Hot 100!!!!!!,239,Let's goo MY 的 aespa 值得首次亮相 Billboard Hot 100!!!!!!,,0,
노래 진짜 시원하다 이게 에스파식 청량이야...,240,這首歌確實讓人耳目一新。這是Espa風格的清爽...,人|耳目一新; 歌|耳目一新; 風格|清爽,3,這 首 歌 確實 讓 人 耳目一新 || 這 是 Espa 風格 的 清爽 ...
This song is such a banger all their visuals are so stunning SOTY,241,這首歌太棒了，他們的視覺效果太棒了SOTY,效果|棒; 歌|棒; 視覺|棒,3,這 首 歌 太 棒 了 ， 他們 的 視覺 效果 太 棒 了 SOTY
Song's meaning: if you are gonna give me lemons(hate) I'll make it lemonade (I'll not take it as a challenge and make it to improve myself,242,歌曲意義：如果你要給我檸檬（討厭）我會把它做成檸檬水（我不會把它當作一種挑戰，並用它來提升自己）,檸檬|討厭,1,歌曲 意義 ： 如果 你 要 給 我 檸檬 （ 討厭 ） 我 會 把 它 做成 檸檬 水 （ 我 不會 把 它 當作 一 種 挑戰 ， 並 用 它 來 提升 自己 ）
lemonadeee iconic,243,檸檬水標誌性的,,0,
"Aespa debut top 50 global 
Let's go mys close 20M and let's go to top20",244,"Aespa 首度躋身全球 50 強
讓我們接近 20M，讓我們進入 top20",,0,
쇠맛을 넘어서 이제 쇠콤달콤맛이라는 장르를 개척해버렸구나..... 노래도 그렇고 이번에 제복 헤메코 레전드다 진심,245,你已經超越了鐵的味道，現在開創了一種叫做鐵的甜甜的味道的流派……和歌曲一樣，這一次，Uniform Hemeco 是一個傳奇。,味道|甜甜; 歌曲|一樣; 流派|一樣; 流派|甜甜; 鐵|甜甜,5,你 已經 超越 了 鐵 的 味道 ， 現在 開創 了 一 種 叫做 鐵 的 甜甜 的 味道 的 流派 … … 和 歌曲 一樣 ， 這 一 次 ， Uniform   Hemeco  是 一 個 傳奇
"Broken into the UK Official Top 100 Singles Chart, first time they've done it and only the really big hitters have achieved that milestone. 🎉",246,闖入英國官方百強單曲排行榜，這是他們第一次做到這一點，而且只有真正的大熱門才能達到這一里程碑。 🎉,,0,
This is whiplash vibes with spicy colors,247,這是帶有辛辣色彩的鞭打氛圍,氛圍|辛辣; 色彩|辛辣,2,這 是 帶有 辛辣 色彩 的 鞭打 氛圍
aespa debut with 2.5M streams on spotify marks the seconde kpop girl group ever after blackpink go with 3M congratulations aespa 💎,248,aespa 在 Spotify 上首次亮相就獲得了 250 萬次流媒體播放量，標誌著繼 Blackpink 與 3M 合作之後第二個韓國流行女團，恭喜 aespa 💎,女團|流行,1,aespa  在  S potify   上 首次 亮相 就 獲得 了  250  萬 次 流媒體 播放量 ， 標誌 著 繼  Blackpink  與  3M  合作 之後 第二 個 韓國 流行 女團 ， 恭喜  aespa  💎
aespa the best,249,埃斯帕最好的,埃斯帕|好,1,埃斯帕 最 好 的
"This is what ""Aespa"" should be like❤❤！",250,這才是「Aespa」該有的樣子❤❤！,,0,
i'm obsessed with everything about this song,251,我對這首歌的一切著迷,,0,
에스파는 실망시키지 않는다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 비트 느낌 개좋음,252,Espa果然沒有讓人失望哈哈哈哈。節奏感覺真的很好。,人|失望; 感覺|好; 節奏|好,3,Espa 果然 沒有 讓 人 失望 哈哈 哈哈 || 節奏 感覺 真的 很 好
"Winter's rap verse and high notes got me hooked on this, song of the summer",253,冬天的說唱詩句和高音讓我迷上了這首夏天的歌曲,,0,
Everytime we get a rap from Winter it floors me 🔥,254,每當我們聽到《Winter》的饒舌時，我都會感到很震驚🔥,,0,
"29,5M -> 30M goooooo",255,"29,5M -> 30M 咕咕咕",,0,
Okay now this hits hard,256,好吧，現在這打擊很大,打擊|大; 打擊|好,2,好 吧 ， 現在 這 打擊 很 大
"I'm a New Jeans fan and I support you, Espa. I love you girls.",257,我是 New Jeans 的粉絲，我支持你，Espa。我愛你們女孩們。,,0,
Omg Giselle’s parts are amazing and I’m glad that she has a lot of lines in this song,258,天哪，吉賽兒的部分太棒了，我很高興她在這首歌中有很多台詞,吉賽兒|棒; 歌|高興,2,天哪 ， 吉賽兒 的 部分 太 棒 了 ， 我 很 高興 她 在 這 首 歌 中 有 很多 台詞
towards 30M!!!!🔥,259,朝著30M!!!!🔥,,0,
AESPA IS TOO ICONIC,260,AESPA 太具有標誌性了,,0,
NINGNING SPANISH LINE IS THE BEST PART LMAO I LOVE IT SO MUCH,261,寧寧西班牙線是最好的部分LMAO我非常喜歡它,,0,
I'm obsessed with Winter's part,262,我對Winter的部分很著迷,,0,
와! 신곡 정말 좋아요!저 에스파 찐팬 이에용❤❤🎉대박😮🎉,263,和！我真的很喜歡這首新歌！我是 Espa 的忠實粉絲❤❤🎉太棒了😮🎉,新歌|喜歡; 粉絲|忠實; 粉絲|棒,3,我 真的 很 喜歡 這 首 新歌 || 我 是  Espa  的 忠實 粉絲 ❤❤🎉 太 棒 了 😮 🎉
"Damn, one of the few releases I was on time for and is an absolute banger. Plus Winter’s rap is just 🤌.",264,該死，這是我準時發布的少數版本之一，而且絕對是一個糟糕的版本。另外，Winter 的饒舌簡直就是🤌。,版本|準時; 版本|糟糕,2,該死 ， 這 是 我 準時 發布 的 少數 版本 之 一 ， 而且 絕對 是 一 個 糟糕 的 版本
WINTER ATE THIS 🔥😏,265,冬天吃了這個🔥😏,,0,
Winters rap had me in heaven 😩,266,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
Love you Aespaaaaaa,267,愛你艾斯帕啊啊啊啊,,0,
"WINTER'S RAP, HIGHNOTES AND PRETTY + HOT + HANDSOME VISUAL IN THIS MV??? THIS IS WINTER ERA",268,冬季的饒舌、高音和漂亮+熱辣+帥氣的視覺在這支MV中？ ？ ？這是冬季時代,視覺|帥氣; 視覺|熱; 視覺|辣; 高音|漂亮; 高音|熱; 高音|辣; 高音|饒舌,7,冬季 的 饒舌 、 高音 和 漂亮 + 熱 辣 + 帥氣 的 視覺 在 這 支 MV 中
노래가 꽉 차서 좀 더 길게 느껴지는 거 같음 대박대박,269,這首歌太飽滿了，感覺有點長。驚人的。,歌|感覺; 歌|飽滿,2,這 首 歌 太 飽滿 了 ， 感覺 有點 長
I love the winter rapping part🫰,270,我喜歡冬天的饒舌部分🫰,,0,
Listening to this song makes me crave for some lemonade,271,聽這首歌讓我想喝點檸檬水,,0,
"SONG 10/10
VOCALS 10/10
COREO 10/10
FACECARD 10/10",272,"歌曲 10/10
人聲 10/10
核心10/10
面卡 10/10",,0,
"Expected: A sweet, refreshing summer drink ☀️🍋
Received: A cyberpunk, heavy-bass, reality-bending cinematic masterpiece 🛸🔥
aespa doesn't just make comebacks, they literally hack the K-pop simulation.
MYs drop a 🍋 if you agree!",273,"期待：甜甜清爽的夏日飲品☀️🍋
得獎作品：賽博龐克、重低音、扭曲現實的電影傑作🛸🔥
aespa 不僅捲土重來，他們還真正破解了韓國流行音樂模擬。
如果您同意，我的朋友們就給我一個🍋吧！",們|同意; 朋友|同意; 音樂|流行; 飲品|清爽; 飲品|甜甜,5,期待 ： 甜甜 清爽 的 夏日 飲品 ☀️🍋 || aespa  不僅 捲土重來 ， 他們 還 真正 破解 了 韓國 流行 音樂 模擬 || 如果 您 同意 ， 我 的 朋友 們 就 給 我 一 個 🍋 吧
stream harder MY! Tresure If I hits 1M in 3:12h! Aespa fighting!,274,更努力地直播我的！如果我在 3 分 12 小時內達到 100 萬，那就珍惜了！艾斯帕戰鬥！,,0,
I'm about to break every bone in the club this summer 😍💅🏾🔥,275,今年夏天我要折斷俱樂部裡的每一根骨頭😍💅🏾🔥,,0,
Winter just giving everything in this mv she own this era,276,Winter在這支MV中付出了一切，她擁有這個時代,,0,
쇠콤달콤이라는 말이 맞다 되게 좋네,277,確實是酸甜可口。真的很好。,,0,
The outfits are so WOOWWWWWW,278,衣服實在太WOOWWWWWW了,,0,
I LOVE HOW THEY ALWAYS RELEASE BANGER,279,我喜歡他們總是釋放Banger,,0,
"Song stuck in my head already, haha! Aespa making it lemonade! The MV is so cool.",280,歌已經在我腦海裡浮現了，哈哈！ Aespa 製作檸檬水！ MV太酷了。,,0,
I'm so obsessed with Giselle's part 1:26,281,我非常迷戀吉賽兒的部分 1:26,,0,
"Ning Ning and Giselle really own this era, period",282,寧寧和吉賽兒真正擁有了這個時代、時期,,0,
Gooooo MY's 30M!!!!,283,哎呀我的30M！ ！ ！,,0,
IT'S 6 IN THE MORNING AND I'VE BEEN UP THE WHOLE NIGHT WAITING FOR THIS,284,現在是早上 6 點，我整晚都在等這一刻,,0,
나 리치맨때부터 뮤비에서 유독 얘네한테서 느끼는 이 유쾌한 혁명군같은 느낌이 뭔지 모르겠음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 좋음 여자들이 하는 여자 위주의 예술,285,我不知道自里奇曼以来，我从这些人的音乐录影带中得到的这种令人愉悦的革命性感觉是什么。真的很好。这是由女性创作的以女性为中心的艺术。,人|愉悦; 感觉|愉悦; 里奇曼|知道; 革命性|愉悦,4,我 不 知道 自 里奇曼 以来 ， 我 从 这些 人 的 音乐 录影带 中 得到 的 这 种 令 人 愉悦 的 革命性 感觉 是 什么
아 너무 좋아 에스파표 신맛 여름 곡으로 이번 여름 이겨내자,286,啊，我非常喜歡它。讓我們用 Espa 的酸澀夏日歌曲來度過這個夏天吧。,歌曲|酸澀,1,讓 我們 用  Espa  的 酸澀 夏日 歌曲 來 度過 這 個 夏天 吧
We need 29 million soon !!!!,287,我們很快就需要2900萬！ ！ ！ ！,,0,
After hybe' disappointing releases this felt like cure to my ears,288,在《hybe》令人失望的發行之後，這感覺像是治癒了我的耳朵,人|失望,1,在 《 hybe 》 令 人 失望 的 發行 之後 ， 這 感覺 像是 治癒 了 我 的 耳朵
WINTER RAPPERRRRRRRR HER LINE IS FIRE,289,冬季饒舌歌手RRRRRR 她的路線很火,歌手|饒舌; 路線|火; 路線|饒舌,3,冬季 饒舌 歌手 RRRRRR  她 的 路線 很 火
That pause at 0:38 into the rap verse by Winter changed lives. My jaw actually dropped LOL. Eminem found shaking.,290,Winter 的說唱詩句 0 點 38 分處的停頓改變了人們的生活。我的下巴真的掉下来了哈哈。阿姆发现自己在发抖。,,0,
I cant control my mind,291,我無法控制自己的思緒,,0,
"4 Visual
4 Vocal
4 Dancer
4 Rapper
4 Talented
Aespa is cool!❤❤",292,"4 視覺
4 聲樂
4 舞者
4 饒舌歌手
4 才華洋溢
艾斯帕太酷了！ ❤❤",才華|洋溢; 歌手|饒舌; 艾斯帕|酷,3,4   饒舌 歌手 || 4  才華 洋溢 || 艾斯帕 太 酷 了
2:52 Now this song will be playing nonstop in my room every day,293,2:52 現在這首歌每天都會在我的房間裡不停地播放,,0,
WINTER'S RAP PART AND GISELLE'S ONE ATTRACT MEEE,294,WINTER 的 RAP 部分和 GISELLE 的 ONE ATTRACT MEEE,,0,
proud of aespa,295,為 aespa 感到自豪,,0,
비트 진짜 미쳤나봐 내가 지금 걷는 길바닥이 런웨이가 됨.....; 충격적으로 좋다,296,節奏一定很瘋狂吧，我現在走的街道已經變成了T台…；好得驚人,節奏|瘋狂,1,節奏 一定 很 瘋狂 吧 ， 我 現在 走 的 街道 已經 變成 了 T台 …
"의외로 에스파가 청량이 잘 맞음.
스파이시 위플레시 수퍼노바 그리고 레몬네이드
레몬네이드가 스파이시+위플레시 조합이라고 봄",297,"令人驚訝的是，Espa 令人耳目一新。
辣鞭超新星和檸檬水
我認為檸檬水是辛辣和鞭打的結合。",人|耳目一新; 人|驚訝; 檸檬水|辛辣,3,令 人 驚訝 的 是 ， Espa  令 人 耳目一新 || 我 認為 檸檬水 是 辛辣 和 鞭打 的 結合
OMG SOTY!! AESPA COMEBACK TO SAVE KPOP THEY DID IT AGAIN!!,298,天哪，索蒂！ ！ AESPA 捲土重來拯救 KPOP 他們再次做到了！,,0,
This is so creative  honestly,299,老實說這太有創意了,,0,
"10M (Done)
20M (Done)
Next goal -> 30M 

Fighting MY'S !!!",300,"10M（完成）
20M（完成）
下一個目標 -> 30M

與我的戰鬥！",,0,
0:40 winter you ate,301,0:40 冬天你吃過什麼,,0,
