Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
氪星人在黄色太阳的照射下才会处于巅峰状态，红色太阳会消弱他们的力量，变成和凡人没有区别。可以说只要在黄色太阳的范围内，基本上没有人或武器能伤得了他们。,145,氪星人在黃色太陽的照射下才會處於巔峰狀態，紅色太陽會消弱他們的力量，變成和凡人沒有區別。可以說只要在黃色太陽的範圍內，基本上沒有人或武器能傷害他們了。,力量|消弱; 太陽|消弱; 狀態|消弱; 紅色|消弱,4,氪星 人 在 黃色 太陽 的 照射 下 才 會 處於 巔峰 狀態 ， 紅色 太陽 會 消弱 他們 的 力量 ， 變成 和 凡人 沒有 區別
真的有人看？在英雄電影世代的末期？,146,真的有人看？在英雄電影世代的末期？,,0,
什麼時候才能看到女版的克拉克銀幕登場？不是還沒長大的超少女，是真正的女版超人，SUPERWOMAN 超級女人，男版超人已經有點膩了，換個口味，我想見識女版超人的實力。,147,什麼時候才能看到女版的克拉克銀幕登場？不是還沒長大的超少女，是真正的女版超人，SUPERWOMAN 超級女人，男版超人已經有點膩了，換個口味，我想見識女版超人的實力。,口味|膩; 女版|超人; 實力|超人; 男版|膩; 超人|膩; 超少女|長大,6,不 是 還 沒 長大 的 超少女 ， 是 真正 的 女版 超人 ， SUPERWOMAN  超級 女人 ， 男版 超人 已經 有點 膩 了 ， 換 個 口味 ， 我 想 見識 女版 超人 的 實力
感覺比超人好看  超人我個人真的看不太下去...,148,感覺比超人好看  超人我個人真的看不太下去...,超人|好看; 超人|感覺,2,感覺 比 超人 好看    超人 我 個人 真的 看 不 太 下去 ...
岡恩的真正所謂美學，表露無遺,149,岡恩的真正所謂美學，表露無遺,岡恩|所謂; 美學|所謂,2,岡恩 的 真正 所謂 美學 ， 表露無遺
有點像妙麗,150,有點像妙麗,,0,
漫威DC夢幻連動，亞當術士跨界演出超少女，感動,151,漫威DC夢幻連動，亞當術士跨界演出超少女，感動,亞當|漫威; 夢幻|漫威; 超少女|感動,3,漫威 DC 夢幻 連動 ， 亞當 術士 跨 界 演出 超少女 ， 感動
到底為甚麼DC水行俠變成DC小壞蛋,152,到底為甚麼DC水行俠變成DC小壞蛋,壞蛋|小; 水行俠|小,2,到底 為甚麼 DC 水行俠 變成 DC 小 壞蛋
還好不是黑人少女，阿彌陀佛！,153,還好不是黑人少女，阿彌陀佛！,,0,
感覺不是很想去電影院看的片,154,感覺不是很想去電影院看的片,,0,
"這預告呈現的體感不太行
有點sence就會感覺票房一定被玩具5虐爆.....
大部分觀眾""對青少年英雄""電影都還是覺得太幼稚......不太搭",155,"這預告呈現的體感不太行
有點sence就會感覺票房一定被玩具5虐爆.....
大部分觀眾""對青少年英雄""電影都還是覺得太幼稚......不太搭",玩具|感覺; 票房|感覺; 英雄|覺得; 電影|幼稚; 電影|覺得; 體感|行,6,"這 預告 呈現 的 體感 不 太 行 || 有點 sence 就 會 感覺 票房 一定 被 玩具 5 虐爆 ..... || 大部分 觀眾 "" 對 青少年 英雄 "" 電影 都 還是 覺得 太 幼稚 . ..... 不 太 搭"
好,156,好,,0,
"卡拉是克拉克的堂姊好嗎?
翻譯都不做功課",157,"卡拉是克拉克的堂姊好嗎?
翻譯都不做功課",克拉克|好; 卡拉|好; 堂姊|好,3,卡拉 是 克拉克 的 堂姊 好 嗎
華納還我亨超🙄,158,華納還我亨超🙄,,0,
如果超少女是閃電俠裡的Sasha Calle就好了.....導演如果是查導就好了😥,159,如果超少女是閃電俠裡的Sasha Calle就好了.....導演如果是查導就好了😥,導演|好; 導演|好了,2,如果 超少女 是 閃電俠 裡 的 Sasha   Calle 就 好 了 ..... 導演 如果 是 查導 就 好了 😥
自己的狗不綁好，又放任牠去亂咬別人，被教訓剛好而已啦,160,自己的狗不綁好，又放任牠去亂咬別人，被教訓剛好而已啦,教訓|剛好,1,自己 的 狗 不 綁好 ， 又 放任 牠 去 亂 咬 別人 ， 被 教訓 剛好 而已 啦
怎麼看完預告卻有一種超級不妙的港覺....,161,怎麼看完預告卻有一種超級不妙的港覺....,港覺|不妙,1,怎麼 看完 預告 卻 有 一 種 超級 不妙 的 港覺 ....
"這2年 DEI LBGT 電影 諷刺Mam的段子 超過這20年諷刺Woman的段子
其實也沒什麼 你妳歡DEI LBGT 創造自己的故事
但是請不要把手伸入 一些 本來世界觀就已經是這樣的故事
你不喜歡白雪公主 王子拯救公主
你就弄一個黑馬王子 讓艾比拿高爾夫球 殺入魁男塾打爆所有男性壞人的頭顱 拯救黑馬王子 創造自己DEI LBGT故事
成立DEI LBGT遊戲 公司 電影 
不要老是入侵 非DEI LBGT公司試圖拿現成改造",162,"這2年 DEI LBGT 電影 諷刺Mam的段子 超過這20年諷刺Woman的段子
其實也沒什麼 你妳歡DEI LBGT 創造自己的故事
但是請不要把手伸入 一些 本來世界觀就已經是這樣的故事
你不喜歡白雪公主 王子拯救公主
你就弄一個黑馬王子 讓艾比拿高爾夫球 殺入魁男塾打爆所有男性壞人的頭顱 拯救黑馬王子 創造自己DEI LBGT故事
成立DEI LBGT遊戲 公司 電影 
不要老是入侵 非DEI LBGT公司試圖拿現成改造",世界觀|這樣; 公主|喜歡; 故事|歡; 故事|這樣; 王子|喜歡; 白雪公主|喜歡,6,其實 也 沒 什麼   你 妳 歡 DEI LBGT  創造 自己 的 故事 || 但是 請 不要 把 手 伸入   一些   本來 世界觀 就 已經 是 這樣 的 故事 || 你 不 喜歡 白雪公主   王子 拯救 公主
"melissa  benoist 才是完美 super  girl ,   臉蛋,  身材機近完美",163,"melissa  benoist 才是完美 super  girl ,   臉蛋,  身材機近完美",機近|完美; 臉蛋|完美; 身材|完美,3,"melissa   benoist  才 是 完美  super   girl   ,     臉蛋 ,    身材 機近 完美"
要是在超人前上映或許值得去看，超人拍出個狗屎後面DC我想就算了,164,要是在超人前上映或許值得去看，超人拍出個狗屎後面DC我想就算了,超人|值得,1,要是 在 超人 前 上映 或許 值得 去 看 ， 超人 拍出 個 狗屎 後面 D C 我 想 就 算 了
看起来要扑街,165,看起來要撲街,,0,
如果还是不杀人就维护正义的影片，我放弃。,166,如果还是不杀人就维护正义的影片，我放弃。,,0,
阿薛現在不需要龍也能飛了,167,阿薛現在不需要龍也能飛了,阿薛|需要; 龍|需要,2,阿薛 現在 不 需要 龍 也 能 飛 了
...感覺好像是部刷票房下限的電影?,168,...感覺好像是部刷票房下限的電影?,,0,
不會又是一部DEI垃圾吧😢😢😢,169,不會又是一部DEI垃圾吧😢😢😢,,0,
"第一個反應：竟然不是黑人
第二個反應：終於不是黑人
第三個反應：不會電影最後變黑人吧",170,"第一個反應：竟然不是黑人
第二個反應：終於不是黑人
第三個反應：不會電影最後變黑人吧",,0,
我們想看性感女超人     不是女拳超凱倫,171,我們想看性感女超人     不是女拳超凱倫,女|性感; 超人|性感,2,我們 想 看 性感 女 超人       不 是 女拳 超凱倫
讚!,172,讚!,,0,
"睇完預告, 可以唔駛睇 , 以前supergirl好型. 而家..........唉",173,"睇完預告, 可以唔駛睇 , 以前supergirl好型. 而家..........唉",,0,
感覺挺雷的，你們看🤭,174,感覺挺雷的，你們看🤭,,0,
就看什麼時候歐美宅男才終於能承認氪星人的戰鬥還是查導做的最好，不然華納就是會一直拍這種自以為風趣的DC喜劇片,175,就看什麼時候歐美宅男才終於能承認氪星人的戰鬥還是查導做的最好，不然華納就是會一直拍這種自以為風趣的DC喜劇片,喜劇片|風趣; 華納|好,2,就 看 什麼 時候 歐美 宅男 才 終於 能 承認 氪星人 的 戰鬥 還是 查導 做 的 最 好 ， 不然 華納 就是 會 一直 拍 這 種 自以為 風趣 的 DC 喜劇片
這預告看起來超不妙...,176,這預告看起來超不妙...,,0,
好像滿精彩的...,177,好像滿精彩的...,,0,
"有時候超人以及超少女的編劇有點讓人想不透....超速度的情況連子彈看起來都是超級慢動作..
那轟走物品比用身體擋住來的方便不是嗎...
曼威也常有這種蠢編劇,例如復仇者聯盟死掉的快銀...",178,"有時候超人以及超少女的編劇有點讓人想不透....超速度的情況連子彈看起來都是超級慢動作..
那轟走物品比用身體擋住來的方便不是嗎...
曼威也常有這種蠢編劇,例如復仇者聯盟死掉的快銀...",動作|慢; 子彈|慢; 快銀|死掉; 編劇|死掉; 編劇|蠢; 聯盟|死掉; 聯盟|蠢; 身體|方便,8,"有時候 超人 以及 超少女 的 編劇 有點 讓 人 想不透 .... 超速度 的 情況 連 子彈 看起來 都 是 超級 慢 動作 . . || 那 轟走 物品 比 用 身體 擋住 來 的 方便 不 是 嗎 .. . || 曼威 也 常 有 這 種 蠢 編劇 , 例如 復仇者 聯盟 死掉 的 快銀 ..."
Nobody's gonna watch this shit🥀🥀,179,沒有人會看這狗屎🥀🥀,,0,
女權片來了………,180,女權片來了………,,0,
"家族「騙」，沒有創意了嗎？
還都穿制服，連服裝造型都省了！",181,"家族「騙」，沒有創意了嗎？
還都穿制服，連服裝造型都省了！",服裝|省; 造型|省,2,還 都 穿 制服 ， 連 服裝 造型 都 省 了
拍個爛片 專門洗錢?,182,拍個爛片 專門洗錢?,,0,
不是女黑人我不看,183,不是女黑人我不看,,0,
新的DCU電影就是一坨屎，看看新超人那個爛片,184,新的DCU電影就是一坨屎，看看新超人那個爛片,屎|新超人; 爛片|新超人; 電影|新,3,新 的 DCU 電影 就 是 一 坨 屎 ， 看看 新超人 那 個 爛片
另一版的驚奇隊長,185,另一版的驚奇隊長,版|驚奇; 隊長|驚奇,2,另 一 版 的 驚奇 隊長
好無聊,186,好無聊,,0,
所以電影版改設定嗎 卡拉應該是堂姐,187,所以電影版改設定嗎 卡拉應該是堂姐,,0,
感覺不是很想看🫠,188,感覺不是很想看🫠,,0,
"這看起來真的沒啥興趣
我倒想看Sydney Sweeney 演 可能還比較有看頭",189,"這看起來真的沒啥興趣
我倒想看Sydney Sweeney 演 可能還比較有看頭",,0,
誰愛當盤子誰去看，反正我不看,190,誰愛當盤子誰去看，反正我不看,,0,
"留言區真的可以在沒水準一點。整個滑下去都在批評演員的樣貌和罵詹姆斯岡恩。
1.詹姆斯岡恩是監製，不是導演!!!!!!還在那裏扯星際異攻隊!請去看原著!
2.暴狼的角色風格本來就很適合這種類型的電影。甚至我覺得Jason Momoa比起演水行俠，我更喜歡他現在的表現。
3.卡拉本來就是克拉克的堂弟!!(翻譯沒有錯)，電影到時會解釋為何年齡有差!
4.在這個英雄片逐漸哀敗的時代和電影院市場嚴重萎縮，串流興起的時代，還要創作者願意努力拍好片給大家看就要偷笑了，還在那邊嫌!甚至還在拉前朝DC來比。查克都已經沒人敢用了，還在硬扯!
為何歐美的留言區都是一片祥和，就我們中文圈在那裏講各種噁心、充滿歧視味的話語!真心覺得丟臉!",191,"留言區真的可以在沒水準一點。整個滑下去都在批評演員的樣貌和罵詹姆斯岡恩。
1.詹姆斯岡恩是監製，不是導演!!!!!!還在那裏扯星際異攻隊!請去看原著!
2.暴狼的角色風格本來就很適合這種類型的電影。甚至我覺得Jason Momoa比起演水行俠，我更喜歡他現在的表現。
3.卡拉本來就是克拉克的堂弟!!(翻譯沒有錯)，電影到時會解釋為何年齡有差!
4.在這個英雄片逐漸哀敗的時代和電影院市場嚴重萎縮，串流興起的時代，還要創作者願意努力拍好片給大家看就要偷笑了，還在那邊嫌!甚至還在拉前朝DC來比。查克都已經沒人敢用了，還在硬扯!
為何歐美的留言區都是一片祥和，就我們中文圈在那裏講各種噁心、充滿歧視味的話語!真心覺得丟臉!",時|錯; 時代|哀敗; 時代|嚴重; 時代|萎縮; 時代|願意; 歧視味|噁心; 水行俠|喜歡; 片|努力; 片|好; 片|願意; 翻譯|錯; 者|努力; 者|好; 者|願意; 英雄片|哀敗; 表現|喜歡; 角色|暴狼; 角色|適合; 話語|噁心; 電影|適合; 電影|錯; 類型|適合; 風格|暴狼; 風格|適合,24,2 . 暴狼 的 角色 風格 本來 就 很 適合 這 種 類型 的 電影 || 甚至 我 覺得 Jason   Momoa 比起 演 水行俠 ， 我 更 喜歡 他 現在 的 表現 || ( 翻譯 沒有 錯 ) ， 電影 到 時 會 解釋 為何 年齡 有 差 || 4. 在 這 個 英雄片 逐漸 哀敗 的 時代 和 電影院 市場 嚴重 萎縮 ， 串流 興起 的 時代 ， 還要 創作 者 願意 努力 拍 好 片 給 大家 看 就 要 偷笑 了 ， 還 在 那邊 嫌 || 為何 歐美 的 留言區 都 是 一 片 祥和 ， 就 我們 中文圈 在 那裏 講 各 種 噁心 、 充滿 歧視味 的 話語
百分百一定是爛片,192,百分百一定是爛片,,0,
最討厭的女拳電影 又來了,193,最討厭的女拳電影 又來了,女拳|討厭; 電影|討厭,2,最 討厭 的 女拳 電影   又 來 了
路過來給沒水準留言發BP的XD,194,路過來給沒水準留言發BP的XD,,0,
"可以把闪电侠里的超女或者剧集的超女带回来吗。。。。

John Wick：不用看啦，动狗的情节最后怎么样我知道了",195,"可以把閃電俠裡的超女或是劇集的超女帶回來嗎。 。 。 。

John Wick：不用看啦，動狗的劇情最後怎麼樣我知道了",劇情|怎麼樣; 劇情|知道; 狗|怎麼樣,3,John  Wick ： 不用 看 啦 ， 動 狗 的 劇情 最後 怎麼樣 我 知道 了
動到狗？電影如果出現約翰維克（john wick基諾李維）拿著鋼筆出現，也是很正常的。,196,動到狗？電影如果出現約翰維克（john wick基諾李維）拿著鋼筆出現，也是很正常的。,基諾李維|出現; 約翰維克|出現; 鋼筆|出現; 電影|出現,4,電影 如果 出現 約翰維克 （ john  wick 基諾李維 ） 拿 著 鋼筆 出現 ， 也 是 很 正常 的
超級英雄題材都沒人看了,197,超級英雄題材都沒人看了,,0,
"垃圾一套, 
但台灣人比較多左翼傾向, 票房應該會比香港好些 (人口比例上)
我就不會入場, 送票都無興趣, 但非常有興趣看票房將會有多失敗",198,"垃圾一套，
但台灣人比較多左翼趨勢，持有應該會比香港好一些（人口比例上）
我不會入場，送票都沒有興趣，但我非常有興趣看產權會失敗多少",人口|好; 台灣人|多; 左翼|多; 比例|好; 產權|失敗; 興趣|失敗; 趨勢|多,7,但 台灣人 比較 多 左翼 趨勢 ， 持有 應該 會 比 香港 好 一些 （ 人口 比例 上 ） || 我 不會 入場 ， 送 票 都 沒有 興趣 ， 但 我 非常 有 興趣 看 產權 會 失敗 多少
女主角不好看，沒fu，不想看。,199,女主角不好看，沒fu，不想看。,主角|好看; 女|好看,2,女 主角 不 好看 ， 沒 fu ， 不 想 看
"應該…是慘劇。
哈哈哈。",200,"應該……是個慘劇。
哈。",,0,
很顯然沒興趣....,201,很顯然沒興趣....,,0,
拒看，如果女生這麼厲害，為何台灣是全世界生育率最低，又不當兵。,202,拒看，如果女生這麼厲害，為何台灣是全世界生育率最低，又不當兵。,女生|厲害; 生育率|低,2,拒看 ， 如果 女生 這麼 厲害 ， 為何 台灣 是 全 世界 生育率 最 低 ， 又 不 當兵
