Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences,Stage1_Relevance_Score,Gemini_Emotion,Gemini_Reason,Gemini_Model
"Dear MAMAMOO,

I just wanted to tell you how happy I am to see you together again.

There are many amazing girl groups in K-pop, but for me, there has always been only one: MAMAMOO. Your voices, your talent, your confidence, your humor, and the way each of you shines while still creating something even more beautiful together have made me a fan for years.

Listening to your new song felt like meeting old friends again. It reminded me why your music has always had a special place in my heart. You don’t just sing—you tell stories, express emotions, and inspire people to be themselves.

Thank you for never losing your unique color and for continuing to share your art with the world. No matter how much time passes, there are fans like me who will always be here, cheering for every comeback, every stage, and every new chapter.

I hope you know that your music reaches people far beyond Korea. Here in Brazil, there is someone smiling because MAMAMOO is back.

I’m rooting for you today and always.

With love,
A Brazilian MooMoo ❤️",109,"親愛的MAMAMOO，

我只是想告訴你，再次見到你們在一起我是多麼高興。

韓國流行音樂中有很多令人驚嘆的女團，但對我來說，一直只有一個：MAMAMOO。你們的聲音、你們的才華、你們的自信、你們的幽默，以及你們每個人在共同創造更美麗事物的同時閃閃發光的方式，讓我多年來一直是我的粉絲。

聽你的新歌就像再次見到老朋友一樣。它提醒了我為什麼你的音樂在我心中一直佔有特殊的位置。你不只是唱歌，你還講故事，表達情感，並激勵人們做自己。

感謝您從未失去自己獨特的色彩，並繼續與世界分享您的藝術。無論時間過去多久，總會有像我這樣的粉絲在這裡，為每一次回歸、每一個舞台、每一個新篇章加油。

我希望你知道你的音樂影響了韓國以外的人。在巴西，有人微笑，因為 MAMAMOO 回來了。

我今天和永遠都支持你。

帶著愛，
巴西 MooMoo ❤️",事物|美麗; 事物|閃閃發光; 人|美麗; 位置|特殊; 心|特殊; 方式|閃閃發光; 篇章|新; 粉絲|這樣; 老朋友|一樣; 自信|幽默; 舞台|新; 色彩|獨特; 音樂|希望; 音樂|流行; 音樂|知道,15,韓國 流行 音樂 中 有 很多 令 人 驚嘆 的 女團 ， 但 對 我 來 說 ， 一直 只 有 一 個 ： MAMAMOO || 你們 的 聲音 、 你們 的 才華 、 你們 的 自信 、 你們 的 幽默 ， 以及 你們 每 個 人 在 共同 創造 更 美麗 事物 的 同時 閃閃發光 的 方式 ， 讓 我 多 年 來 一直 是 我 的 粉絲 || 聽 你 的 新歌 就 像 再次 見到 老朋友 一樣 || 它 提醒 了 我 為什麼 你 的 音樂 在 我 心 中 一直 佔有 特殊 的 位置 || 感謝 您 從未 失去 自己 獨特 的 色彩 ， 並 繼續 與 世界 分享 您 的 藝術 || 無論 時間 過去 多久 ， 總會 有 像 我 這樣 的 粉絲 在 這裡 ， 為 每 一 次 回歸 、 每 一 個 舞台 、 每 一 個 新 篇章 加油 || 我 希望 你 知道 你 的 音樂 影響 了 韓國 以外 的 人,1,感動,跨國粉絲的深情告白,gemini-3.1-flash-lite
"I bought the tickets with my boyfie!!! First time seeing a Korean Concert in the USA. I support you my ladies, my 4 flowers!!!! 🌸🌸🌸🌸 much awaited comeback! The OG’s of Kpop 🧚🏼‍♀️🧚🏼‍♀️🧚🏼‍♀️🧚🏼‍♀️",114,我跟男友一起買的票！ ！ ！第一次在美國看韓國演唱會。我支持你們我的女士們，我的四朵花！ ！ ！ ！ 🌟🌟🌟🌟🌟萬眾期待回歸！韓國流行音樂的 OG 🧚🏼‍♀️🧚🏼‍🏼️🧚🏼‍♀️🧚♀‍♀️,萬眾|期待; 音樂|流行,2,🌟🌟🌟🌟🌟 萬眾 期待 回歸 || 韓國 流行 音樂 的  OG 🧚🏼‍♀️🧚🏼‍🏼️🧚🏼‍♀️🧚♀‍♀️,1,興奮,期待現場演唱會演出,gemini-3.1-flash-lite
"Amo que las vistas sean orgánicas y constantes, nada de vistas infladas y con anuncios, simplemente gente que vuelve a escuchar esta bella canción  ❤",115,我喜歡這些觀點是有機的和持續的，沒有誇大的觀點和廣告，只是人們再次聆聽這首美麗的歌曲❤,人們|美麗; 歌曲|美麗; 觀點|喜歡,3,我 喜歡 這些 觀點 是 有機 的 和 持續 的 ， 沒有 誇大 的 觀點 和 廣告 ， 只是 人們 再次 聆聽 這 首 美麗 的 歌曲 ❤,1,中立,關注歌曲的真實流量,gemini-3.1-flash-lite
"My favorite group ever, 4 queens 👑",121,我最喜歡的組合，4個皇后👑,組合|喜歡,1,我 最 喜歡 的 組合 ， 4 個 皇后 👑,1,興奮,稱讚四人為女王,gemini-3.1-flash-lite
This comeback is so special we've got not only Mamamoo as a group together after a long time but we've also got Solar and Moonbyul working on this song 🥹,122,這次的回歸非常特別，我們不僅有 Mamamoo 作為一個時隔很長一段時間的組合，而且我們還有 Solar 和 Moonbyul 一起製作這首歌🥹,時間|長; 時隔|長; 組合|長,3,這 次 的 回歸 非常 特別 ， 我們 不僅 有  Mamamoo  作為 一 個 時隔 很 長 一 段 時間 的 組合 ， 而且 我們 還 有  Solar  和  Moonbyul  一起 製作 這 首 歌 🥹,1,感動,成員參與創作更具意義,gemini-3.1-flash-lite
"Obsessed with the 
""One for the memories, 
Two for the flame,
Three for the silence,
Four for the the shame"" 
part... its so addictive",124,"沉迷於
「一個為了回憶，
兩個為火焰，
三為沉默，
四為恥”
部分......它是如此令人上癮",人|上癮,1,部分 ...... 它 是 如此 令 人 上癮,1,興奮,對歌詞片段感到著迷,gemini-3.1-flash-lite
"내 20대을 행복하고 즐겁게 해준 마마무! 어느덧 결혼하고 아기가 태어나면서 정신없이 보내다보니 30대가 되었네요ㅎ
각자 활동할때 항상 맘으로 응원했었는데 이렇게 또 4명이서 같이 노래해줘서 고마워요😊 역시 믿듣맘무! 노래좋아요 👍
맘무는 저한테 항상 꽃이였어요 :-)",128,"Mamamoo，讓我的20多歲變得快樂和快樂！結婚生子後，我已經30多歲了。
大家宣傳的時候一直都是用心支持的，謝謝你們再次和我們4個人一起唱歌😊 果然可以相信你們！我喜歡這首歌👍
Mammu 對我來說一直是一朵花:-)",時候|用心; 歌|喜歡,2,大家 宣傳 的 時候 一直 都 是 用心 支持 的 ， 謝謝 你們 再次 和 我們 4 個 人 一起 唱歌 😊   果然 可以 相信 你們 || 我 喜歡 這 首 歌 👍,1,感動,陪伴粉絲成長的感謝,gemini-3.1-flash-lite
Idk if it's just bcs this is a recent release but 4 Flowers is competing for a top 10 position with some of my most favourite mmm songs ever 😭😭,153,我不知道這是否只是因為這是最近發行的，但 4 Flowers 正在與我最喜歡的一些 mmm 歌曲競爭前 10 名的位置。,歌曲|喜歡; 競爭|喜歡,2,我 不 知道 這 是否 只是 因為 這 是 最近 發行 的 ， 但  4  Flowers  正在 與 我 最 喜歡 的 一些  mmm  歌曲 競爭 前  10  名 的 位置,1,期待,認為是生涯最佳作之一,gemini-3.1-flash-lite
MMM will forever be my obsession! This song is amazing!,154,MMM將永遠是我的迷戀！這首歌太棒了！,歌|棒,1,這 首 歌 太 棒 了,1,興奮,表達對團體的熱愛,gemini-3.1-flash-lite
이게 마마무 완전체의 서막이면 좋겠어. 이 노래를 시작으로 다시 마마무가 더 잘 되면 좋겠어. 나의 유일했던 아이돌이니까 지금보다도 더 잘 되면 좋겠다. 응원해 맘무야!,156,我希望這是 Mamamoo 作為一個完整團體的開始。希望Mamamoo從這首歌開始再做的更好。因為他是我唯一的偶像，我希望他能變得比現在更好。馬穆亞加油！,偶像|希望; 團體|完整; 團體|開始; 歌|希望,4,我 希望 這 是  Mamamoo  作為 一 個 完整 團體 的 開始 || 希望 Mamamoo 從 這 首 歌 開始 再 做 的 更 好 || 因為 他 是 我 唯一 的 偶像 ， 我 希望 他 能 變 得 比 現在 更 好,1,期待,希望團體能再次大紅,gemini-3.1-flash-lite
진짜 기다리고 기다려준 우리에게 고맙다는 의미로 이렇게 너무 좋은 노래로 찾아와주니 너무 행복하다❤ 역시 믿듣맘무✨✨ 마마무 끝까지  언제나 영원히 놓지않을게🫶 흩어져도 뿌리는 하난걸🫶,157,很開心他們能用這麼好聽的歌曲回來感謝我們的等待❤ 果然我可以相信你✨✨ Mamamoo 不到最後我不會放開你的🫶 即使你散了我也會紮根🫶,歌曲|好聽; 歌曲|感謝; 歌曲|等待,3,很 開心 他們 能 用 這麼 好聽 的 歌曲 回來 感謝 我們 的 等待 ❤   果然 我 可以 相信 你 ✨ ✨  Mamamoo   不到 最後 我 不會 放開 你 的 🫶   即使 你 散 了 我 也 會 紮根 🫶,1,感動,承諾會永遠支持團體,gemini-3.1-flash-lite
I stan these 4 Flowers since 2018 and never loved other groups since then. The four-year wait is so so so worth it. 🫶✨,160,我從 2018 年開始就喜歡這 4 支花，從那時起我再也沒有喜歡過其他組合。四年的等待非常非常值得。 🫶✨,組合|喜歡; 花|喜歡,2,我 從  2018  年 開始 就 喜歡 這  4  支 花 ， 從 那時 起 我 再 也 沒有 喜歡 過 其他 組合,1,感動,四年等待後的深情告白,gemini-3.1-flash-lite
What a beautiful song! These four queens reminded us all what true female vocals sound like. Absolutely stunning!,167,多麼美妙的歌曲啊！這四位天后讓我們想起了真正的女聲是什麼樣的。絕對令人驚嘆！,歌曲|美妙,1,多麼 美妙 的 歌曲 啊,1,興奮,讚賞女性歌手的實力,gemini-3.1-flash-lite
"마마무는 각자 능력치도 좋지만 역시 넷이 모여있을 때 시너지가 너무 좋음😢
평생 그룹으로 매년 노래 내줘 ㅠ",169,"Mamamoo的個人能力不錯，但四個人在一起的協同作用真的很好😢
請在餘生中每年以團體形式發行一首歌曲ㅠ",人|不錯; 人|在一起; 作用|在一起; 作用|好; 能力|不錯,5,Mamamoo 的 個人 能力 不錯 ， 但 四 個 人 在一起 的 協同 作用 真的 很 好 😢,1,期待,希望每年都能有合體作,gemini-3.1-flash-lite
